Name	Critic_Score	Critic_Count	User_Score	User_Count
The Order: 1886	6.3		6.6	
SSX Tricky	9.2		8.9	
Knack	5.4		6.5	
Dragon Quest VI: Realms of Revelation	7.8		8.1	
Crash Bandicoot: The Huge Adventure	7.8		7.9	
Hitman: Absolution	7.9		7.1	
The Crew	6.1		5.4	
NBA 2K15	8.2		6.3	
Madden NFL 2005	9.1		7.6	
Star Ocean: Till The End of Time	8.0		7.7	
Call of Duty: Modern Warfare 3	7.8		2.5	
Dishonored	8.8		7.9	
The Beatles: Rock Band	8.9		8.9	
Ace Combat 5: The Unsung War	8.4		9.1	
Need for Speed Underground	8.3		8.7	
Deal or No Deal	2.0		1.9	
Portal 2	9.5		8.4	
NCAA Football 07	8.7		8.6	
The Sims 3: Late Night Expansion Pack	7.4		5.3	
No Man's Sky	7.1		4.5	
SOCOM 3: U.S. Navy SEALs	8.2		8.8	
BioShock Infinite	9.4		8.5	
Harry Potter and the Sorcerer's Stone	6.4		7.1	
Dragon Ball Z: The Legacy of Goku	5.3		6.9	
Resident Evil 4	9.6		9.4	
Need For Speed: Undercover	6.4		5.9	
Sonic Colors	7.8		8.5	
Saints Row 2	8.2		7.9	
Sid Meier's Civilization V	9.0		7.9	
The Sims: Superstar	7.9		8.2	
Metroid Fusion	9.2		9.1	
We Ski	6.7		8.5	
Star Wars Battlefront: Renegade Squadron	7.3		7.9	
SSX 3	9.3		9.1	
Madden NFL 2001	9.0		6.8	
Star Wars: Battlefront II	8.3		8.9	
Tony Hawk's Pro Skater 3	8.7		8.3	
Dragon Age: Origins	8.7		7.9	
Spy Hunter	8.4		7.8	
NCAA Football 2004	9.4		8.8	
Fight Night Round 3	8.3		7.9	
StarCraft II: Heart of the Swarm	8.6		7.9	
SpongeBob SquarePants: Battle for Bikini Bottom	7.1		9.0	
Until Dawn	7.9		8.2	
Big Beach Sports	4.4		8.0	
SSX	9.3		8.3	
Shaun White Snowboarding: Road Trip	7.8		8.7	
NBA Ballers	8.3		9.2	
Saints Row IV	8.1		6.5	
NBA Live 2003	8.3		8.3	
LEGO Batman 2: DC Super Heroes	7.9		7.2	
Dragon Ball Z: Budokai Tenkaichi	7.2		8.4	
Dark Souls III	8.9		8.8	
Kirby's Return to Dreamland	7.7		8.5	
Mario Party 6	7.1		7.9	
Star Wars The Clone Wars: Lightsaber Duels	5.6		6.7	
Need for Speed Carbon	7.7		6.3	
Heavenly Sword	7.9		8.3	
MySims	6.8		7.2	
Army of Two	7.2		7.6	
Tiger Woods PGA Tour 2003	8.8		8.9	
Prince of Persia: Warrior Within	8.3		8.5	
Far Cry 4	8.2		7.5	
ESPN NFL 2K5	9.2		9.1	
Beyond: Two Souls	7.0		8.1	
Pikmin	8.9		8.7	
Tiger Woods PGA Tour 2004	8.9		8.8	
Ape Escape	9.0		8.8	
NCAA Football 2005	8.8		8.8	
Max Payne 3	8.6		7.8	
Viva Pinata	8.4		8.0	
Kinectimals	7.4		3.1	
Kirby Air Ride	6.1		7.9	
LEGO Marvel Super Heroes	8.3		7.7	
Dragon Quest IV: Chapters of the Chosen	8.0		7.9	
NFL Street 2	7.7		8.7	
Super Mario Strikers	7.6		8.7	
Rage	8.1		6.7	
Mario Hoops 3 on 3	6.9		8.0	
Just Cause 2	8.1		8.0	
Silent Hill	8.6		9.2	
Sonic Heroes	7.2		7.8	
ESPN NBA 2K5	8.3		7.5	
Diablo	9.4		8.7	
Far Cry 2	8.5		6.7	
The Legend of Zelda: Twilight Princess	9.6		9.2	
Pro Evolution Soccer 2008	7.4		6.1	
Pokemon Battle Revolution	5.3		6.7	
Kingdom Hearts 3D: Dream Drop Distance	7.5		8.2	
Dance Dance Revolution: Hottest Party 2	6.9		6.8	
SoulCalibur IV	8.5		7.9	
Sonic Generations	7.6		8.2	
Spyro 2: Season of Flame	7.6		7.6	
Mario Party 10	6.6		6.5	
Devil May Cry 4	8.4		8.2	
Dead Rising 3	7.8		6.8	
NCAA Football 2002	9.0		8.7	
Gears of War: Judgment	7.9		5.4	
Watch Dogs	7.8		5.8	
Guitar Hero: On Tour Decades	7.2		8.0	
Madden NFL 15	8.0		6.4	
Conflict: Desert Storm	5.5		8.6	
Mario Party 7	6.4		7.9	
Dragon Quest V: Hand of the Heavenly Bride	8.4		8.5	
Smuggler's Run	7.9		6.8	
Fight Night Round 3	8.4		8.1	
Need for Speed: Most Wanted	8.3		8.5	
Carnival Games: Mini Golf	3.8		5.7	
Pokemon Mystery Dungeon: Explorers of Sky	5.4		9.0	
LEGO Pirates of the Caribbean: The Video Game	7.3		7.0	
Stuntman	7.1		5.7	
Tom Clancy's Rainbow Six 3	8.6		8.5	
LEGO Harry Potter: Years 1-4	7.9		8.0	
Spider-Man 2: Enter: Electro	7.4		8.7	
Guitar Hero 5	8.9		6.9	
Wolfenstein: The New Order	7.9		8.1	
Mafia II	7.4		7.8	
BioShock 2	8.8		8.2	
Dark Cloud	8.0		8.2	
Warcraft III: The Frozen Throne	8.8		9.0	
Active Life: Outdoor Challenge	6.9		8.1	
Tom Clancy's Ghost Recon Advanced Warfighter	9.0		8.0	
MVP Baseball 2005	8.7		8.6	
Uncharted: Golden Abyss	8.0		7.4	
Go Vacation	6.4		7.8	
Pro Evolution Soccer 2013	8.2		6.7	
Dishonored	8.9		7.9	
Mario Golf: Toadstool Tour	8.1		8.0	
Call of Duty: Black Ops II	7.4		4.2	
Resident Evil: The Umbrella Chronicles	7.5		7.6	
The Simpsons Skateboarding	3.8		5.0	
Donkey Kong Country: Tropical Freeze	8.3		8.9	
Fight Night Round 4	8.8		7.6	
Super Monkey Ball 2	8.7		8.5	
Pac-Man World 2	7.3		7.8	
MySims Kingdom	7.6		8.1	
Dead Space 2	9.0		8.6	
The Simpsons Game	6.8		8.2	
The Simpsons Game	6.9		7.3	
Football Manager 2012	8.4		8.0	
Ni no Kuni: Wrath of the White Witch	8.5		8.6	
SoulCalibur II	9.3		9.1	
Call of Duty 3	8.0		6.9	
Tokyo Xtreme Racer Zero	7.6		8.9	
Red Faction II	8.4		8.3	
Madden NFL 2001	9.1		7.7	
Star Wars: The Force Unleashed II	6.3		6.8	
Rock Band 2	9.1		7.9	
Final Fantasy: Crystal Chronicles	8.0		8.1	
Medal of Honor: Frontline	8.1		6.9	
Madden NFL 09	6.7		7.0	
Dead Rising 2	7.9		6.9	
Mafia II	7.5		7.7	
Batman: Arkham Knight	8.5		6.6	
Dirge of Cerberus: Final Fantasy VII	5.7		6.9	
Sonic Rivals 2	6.0		7.8	
Resistance 3	8.3		7.8	
Drawn To Life: SpongeBob SquarePants Edition	6.8		5.5	
007: Quantum of Solace	6.5		7.1	
Major League Baseball 2K5	8.2		7.4	
Fight Night 2004	8.5		9.0	
LEGO Star Wars III: The Clone Wars	7.5		7.8	
Tom Clancy's Splinter Cell: Pandora Tomorrow	9.3		8.6	
Call of Duty Black Ops: Declassified	3.3		4.8	
Tom Clancy's Ghost Recon: Future Soldier	7.9		7.2	
Fight Night Round 3	8.6		8.8	
Xenogears	8.4		8.4	
Super Scribblenauts	8.1		8.2	
Super Monkey Ball	8.7		7.9	
SoulCalibur IV	8.5		7.9	
Mario Superstar Baseball	7.6		8.6	
Battlefield: Bad Company	8.3		7.7	
Homefront	7.0		6.0	
Onimusha 3: Demon Siege	8.5		8.6	
Red Dead Revolver	7.3		7.8	
Resident Evil: Outbreak	7.1		8.3	
Mass Effect 2	9.4		8.5	
LEGO Battles: Ninjago	5.9		6.9	
NBA 2K14	8.5		6.5	
SingStar Pop	7.3		7.5	
Disney Infinity	7.4		6.5	
My Word Coach	7.1		6.8	
Tiger Woods PGA Tour 2005	8.8		8.2	
NCAA Football 2003	9.1		8.6	
Star Wars: The Force Unleashed II	6.1		5.7	
Frogger 2: Swampy's Revenge	7.7		7.9	
WWE SmackDown vs Raw 2008	7.1		6.8	
Kinect Joy Ride	5.2		5.0	
Smarty Pants	6.5		7.6	
Classic NES Series: Super Mario Bros.	8.4		8.6	
Anno 2070	8.3		7.0	
Hasbro Family Game Night	6.3		7.5	
Sonic Rivals	6.4		7.8	
BioShock	9.4		8.7	
Mass Effect 3	9.3		5.5	
Cabela's Big Game Hunter	5.9		7.8	
SimCity (2013)	6.4		2.2	
The Legend of Zelda: The Minish Cap	8.9		9.0	
NFL Street	8.0		8.9	
Dead Space 2	8.9		8.4	
Tiger Woods PGA Tour 09 All-Play	8.1		8.7	
Metal Gear Rising: Revengeance	8.0		7.9	
Rayman Raving Rabbids	7.6		7.9	
Dragon Quest Monsters: Joker 2	7.7		7.3	
UFC Undisputed 2010	8.5		7.2	
Medal of Honor: Warfighter	5.5		6.0	
Sonic's Ultimate Genesis Collection	7.9		8.5	
Diablo III	8.7		6.6	
Twisted Metal: Black	9.1		8.4	
NASCAR 2005: Chase for the Cup	8.7		8.4	
Fight Night Round 4	8.7		8.1	
Spider-Man: The Movie	7.9		7.5	
LEGO Star Wars II: The Original Trilogy	8.3		8.6	
Dead Space	8.9		8.7	
LEGO Indiana Jones 2: The Adventure Continues	7.2		6.1	
Ridge Racer	8.8		8.2	
Sonic Advance 3	7.9		8.4	
Colin McRae Rally 3	8.6		7.7	
Forza Horizon 2	8.6		8.2	
Madden NFL 2002	8.8		8.0	
Dynasty Warriors 5	6.9		8.8	
Injustice: Gods Among Us	8.1		7.9	
Far Cry 2	8.5		6.4	
Yoshi's New Island	6.4		6.1	
True Crime: Streets of LA	7.7		7.8	
Ryse: Son of Rome	6.0		6.1	
Mortal Kombat X	8.6		7.3	
Rise of the Tomb Raider	8.6		8.0	
Sonic Generations	7.7		8.3	
Dave Mirra Freestyle BMX 2	8.1		8.1	
Bakugan: Battle Brawlers	6.0		6.7	
LEGO Indiana Jones: The Original Adventures	7.7		8.4	
Deus Ex: Human Revolution	8.9		8.3	
Final Fantasy XII: Revenant Wings	8.1		6.1	
Call of Duty: Black Ops	8.0		5.8	
Deus Ex: Human Revolution	8.9		8.2	
Star Wars Knights of the Old Republic II: The Sith Lords	8.6		8.6	
The Sims 2	6.5		6.9	
Dead Rising 2	8.0		6.7	
Ridge Racer 7	7.8		7.1	
Tom Clancy's Ghost Recon 2	8.0		8.9	
Need for Speed: The Run	6.8		6.0	
Crash Bandicoot 2: N-Tranced	7.5		7.8	
Titanfall	8.3		5.9	
Dead to Rights	7.3		8.9	
WWE '13	7.6		8.1	
Hasbro Family Game Night 2	6.3		6.3	
Gardening Mama	6.0		9.3	
Burnout Paradise	8.8		6.9	
Middle-Earth: Shadow of Mordor	8.7		8.0	
MotorStorm: Pacific Rift	8.2		8.0	
Samurai Warriors	7.3		8.7	
Battlefield 4	8.1		6.0	
Gears of War 4	8.4		6.2	
FIFA Soccer 08	7.9		7.4	
FIFA Soccer 09	8.4		8.9	
FIFA Soccer 08	8.2		7.9	
Test Drive	7.3		7.4	
Devil May Cry 4	8.4		8.0	
Tom Clancy's Rainbow Six: Vegas 2	8.1		7.9	
Metroid: Other M	7.9		6.5	
Crysis 2	8.4		7.5	
Chrono Trigger	9.2		8.9	
Marvel vs. Capcom 3: Fate of Two Worlds	8.4		7.3	
Doom 3	8.8		7.4	
Tom Clancy's Rainbow Six: Siege	7.4		6.9	
F1 2010	8.4		7.8	
Monster Hunter Freedom	7.1		8.6	
Donkey Kong Jungle Beat	8.0		8.3	
Need for Speed Carbon	7.4		8.4	
Lost Planet: Extreme Condition	7.9		7.1	
Max Payne 2: The Fall of Max Payne	7.3		8.2	
Battlefield: Bad Company	8.4		8.1	
MVP Baseball 2004	9.0		8.6	
Alan Wake	8.3		8.1	
Metroid Prime 2: Echoes	9.2		8.8	
Corvette	5.7		6.5	
WWE SmackDown vs Raw 2008	7.4		7.3	
Skylanders SWAP Force	8.3		5.7	
Grand Theft Auto: Chinatown Wars	9.3		8.3	
UFC Undisputed 2010	8.4		6.7	
World of Warcraft: Wrath of the Lich King	9.1		7.5	
NFL 2K3	9.3		7.4	
Assassin's Creed III: Liberation	7.0		7.2	
Your Shape: Fitness Evolved	7.3		7.5	
Need for Speed Underground Rivals	7.4		8.5	
Rage	8.1		6.2	
LEGO Harry Potter: Years 1-4	7.9		8.0	
Madagascar	6.9		7.4	
The Witcher 3: Wild Hunt	9.1		9.2	
Turok: Evolution	6.1		7.3	
[Prototype]	7.8		7.8	
Burnout 3: Takedown	9.4		7.2	
The Beatles: Rock Band	8.9		8.6	
NBA Live 07	6.3		6.0	
Yoshi's Woolly World	7.8		8.5	
Skylanders Giants	8.0		6.6	
SingStar '80s	7.8		8.3	
Tekken 6	8.0		7.0	
Assassin's Creed Syndicate	7.8		6.1	
Pokemon Ranger: Guardian Signs	6.8		8.2	
LEGO Batman: The Videogame	7.5		7.7	
Crysis 2	8.5		7.2	
Pirates of the Caribbean: The Curse of the Black Pearl	4.9		6.2	
Namco Museum DS	6.7		5.9	
Deal or No Deal	5.6		5.0	
Transformers	7.5		8.6	
Dying Light	7.4		7.8	
Fallout 4	8.4		5.4	
Sonic Colors	7.9		7.9	
Assassin's Creed: Rogue	7.2		7.5	
EA Playground	6.6		7.6	
The Elder Scrolls Online	7.7		8.4	
Champions of Norrath	8.5		8.4	
Manhunt	7.6		8.3	
Need for Speed Carbon	6.7		7.3	
Silent Hill 2	8.9		8.9	
Castlevania: Symphony of the Night	9.3		9.4	
Guitar Hero: Aerosmith	7.3		7.2	
The LEGO Movie Videogame	6.9		7.2	
The Sims 2: Nightlife	7.6		6.6	
Dark Souls II	9.1		8.1	
Kid Icarus: Uprising	8.3		8.7	
Pokemon Mystery Dungeon: Gates to Infinity	5.9		6.3	
LEGO Batman: The Videogame	7.7		8.9	
NBA 2K9	8.4		7.2	
Tony Hawk's Underground	8.5		9.1	
Metal Gear Solid V: Ground Zeroes	7.5		6.2	
.hack//Infection Part 1	7.5		8.5	
Jillian Michaels' Fitness Ultimatum 2009	3.0		2.0	
Valkyria Chronicles	8.6		8.6	
WWE '12	7.1		6.3	
Sonic Adventure DX: Director's Cut	5.7		7.9	
Battle Arena Toshinden	6.9		6.3	
WWE '13	7.8		8.0	
Final Fantasy X / X-2 HD Remaster	8.5		8.5	
Need for Speed Rivals	8.0		4.9	
EA Sports Active 2	7.9		8.1	
Rockstar Games presents Table Tennis	6.8		5.8	
Football Manager 2011	8.5		8.4	
Tamagotchi Connection: Corner Shop	5.9		7.7	
Tomb Raider: Underworld	7.5		7.2	
LEGO Battles	6.5		8.9	
NBA Live 2001	8.6		8.0	
Saints Row IV	7.6		6.3	
Star Wars: The Force Unleashed	6.8		7.4	
SOCOM: U.S. Navy SEALs Confrontation	6.3		6.9	
Need for Speed: Most Wanted	8.3		8.5	
Pokemon XD: Gale of Darkness	6.4		8.3	
Black	7.9		8.4	
Tom Clancy's Rainbow Six: Vegas	8.6		7.6	
LittleBigPlanet PS Vita	8.8		8.6	
Pokemon Super Mystery Dungeon	6.9		8.8	
RollerCoaster Tycoon 2	7.4		8.5	
Lara Croft Tomb Raider: The Angel of Darkness	5.2		6.2	
Tom Clancy's Splinter Cell: Pandora Tomorrow	8.7		8.6	
Ratchet: Deadlocked	8.1		8.9	
Winter Sports: The Ultimate Challenge	5.2		6.8	
Baldur's Gate: Dark Alliance	8.7		8.3	
Oddworld: Abe's Oddysee	8.5		9.0	
Ridge Racer V	7.8		7.7	
WWE SmackDown vs. Raw 2009	7.8		6.9	
Star Wars Episode III: Revenge of the Sith	6.1		8.1	
[Prototype]	7.9		7.7	
FIFA Street	7.6		6.4	
Frogger: The Great Quest	3.2		4.6	
Madden NFL 17	8.3		5.9	
Ninja Gaiden	9.1		8.8	
Crash Bandicoot: The Wrath of Cortex	7.0		8.1	
Driv3r	5.7		5.5	
Assassin's Creed: Bloodlines	6.3		7.2	
LEGO The Lord of the Rings	8.0		8.5	
Hyrule Warriors	7.6		8.3	
Donkey Kong Country 2	8.0		9.1	
Guitar Hero: Aerosmith	7.0		6.7	
Need for Speed Carbon	7.5		7.3	
Ben 10: Protector of Earth	6.3		7.7	
2010 FIFA World Cup South Africa	8.2		7.8	
Tales of Xillia	7.8		8.2	
Diddy Kong Racing DS	6.3		7.5	
Mario Power Tennis	8.0		8.5	
Golden Sun: The Lost Age	8.6		9.5	
Max Payne	8.9		8.3	
NBA 2K2	8.9		7.8	
Cars	7.1		8.4	
Fuzion Frenzy	7.0		6.9	
Call of Duty: Finest Hour	7.3		7.8	
Final Fantasy IV	8.5		7.7	
Star Wars: Battlefront II	6.9		8.5	
Super Street Fighter IV: 3D Edition	8.5		8.1	
Sly Cooper and the Thievius Raccoonus	8.6		8.6	
WWE 2K16	7.3		7.4	
Dino Crisis 2	8.6		9.0	
Need for Speed Underground	8.3		9.0	
Naruto Shippuden: Ultimate Ninja Storm 2	7.6		8.3	
Medal of Honor: Airborne	7.5		7.6	
Battlefield: Hardline	7.1		5.1	
Bayonetta	8.7		7.7	
Boom Blox	8.5		8.6	
The Lord of the Rings: The Fellowship of the Ring	5.9		5.1	
The Sims 2: Castaway	7.3		8.2	
ATV Offroad Fury 3	7.8		8.4	
F1 2011	8.2		7.1	
Pikmin 2	9.0		9.1	
Enter the Matrix	6.5		7.1	
Cars	7.0		7.0	
NHL 2002	9.2		8.5	
FIFA Soccer 11	6.8		5.4	
The Simpsons: Road Rage	5.5		6.8	
LEGO Batman 2: DC Super Heroes	8.1		7.5	
Captain Toad: Treasure Tracker	8.1		8.6	
SpongeBob SquarePants: Revenge of the Flying Dutchman	7.1		7.7	
Pro Evolution Soccer 2008	8.3		8.4	
Destiny: The Taken King	8.9		5.2	
Scarface: The World is Yours	7.5		8.6	
WWE SmackDown vs Raw 2008	6.8		7.8	
Spider-Man: The Movie	7.6		7.3	
Mario vs. Donkey Kong 2: March of the Minis	7.6		7.9	
Metal Gear Solid: Portable Ops	8.7		8.2	
Injustice: Gods Among Us	7.8		7.9	
Shenmue	8.8		9.4	
Just Dance 4	7.7		7.7	
Tony Hawk's Pro Skater 2	9.5		7.5	
One Piece: Pirate Warriors	6.4		6.5	
Gun	7.7		8.7	
Ty the Tasmanian Tiger	7.0		8.8	
Resident Evil: Operation Raccoon City	5.2		4.9	
LEGO Indiana Jones: The Original Adventures	7.6		7.6	
PokéPark Wii: Pikachu's Adventure	6.2		7.2	
WWE '12	7.2		6.9	
Cabela's Dangerous Hunts	5.7		8.4	
Grand Theft Auto V	9.6		7.9	
Fallout: New Vegas	8.4		8.6	
WWE SmackDown vs. Raw 2010	8.1		8.1	
Medal of Honor: Rising Sun	6.5		5.8	
Army of Two	7.4		7.3	
Spore	8.4		5.3	
Mario vs. Donkey Kong	8.1		8.0	
LEGO Star Wars III: The Clone Wars	7.6		7.3	
Midnight Club 3: DUB Edition Remix	8.5		8.9	
Tom Clancy's Ghost Recon: Jungle Storm	7.0		6.3	
Bushido Blade	8.3		7.9	
Mirror's Edge	7.9		7.6	
Sonic the Hedgehog	4.3		4.1	
NASCAR Thunder 2002	8.5		8.5	
Your Shape: Fitness Evolved 2012	7.7		7.6	
FIFA 14	8.8		5.8	
Final Fantasy Tactics: The War of the Lions	8.8		8.0	
Sniper: Ghost Warrior	4.5		5.8	
Sonic Rush Adventure	7.8		8.2	
Worldwide Soccer Manager 2009	8.3		8.1	
Gauntlet: Dark Legacy	7.3		8.3	
Medal of Honor Heroes 2	6.9		7.3	
Bad Boys: Miami Takedown	4.3		3.4	
Medal of Honor: Warfighter	5.3		5.4	
FIFA Soccer 10	8.3		7.9	
Donkey Konga	7.6		8.3	
Call of Duty 4: Modern Warfare	9.2		8.5	
Tak and the Power of Juju	6.8		9.0	
WWE 2K15	6.2		5.1	
Tenchu: Wrath of Heaven	7.9		8.4	
Shadow of the Colossus	9.1		9.1	
Brave Fencer Musashi	8.1		8.5	
Ninja Gaiden Sigma	8.8		7.5	
WWE 2K14	7.4		7.5	
Pokemon Rumble Blast	5.6		7.1	
007: Quantum of Solace	6.5		6.6	
Dance Dance Revolution Extreme 2	7.6		9.0	
The Lord of the Rings: The Return of the King	8.4		9.1	
Hot Shots Golf: Out of Bounds	8.1		8.8	
Sunset Overdrive	8.1		7.7	
Mobile Suit Gundam: Federation vs. Zeon	7.3		8.8	
Naruto Shippuden: Ultimate Ninja Storm 4	7.9		8.2	
MechAssault	8.7		8.0	
Cars	5.0		4.7	
Watch Dogs 2	8.3		7.8	
LEGO Star Wars III: The Clone Wars	6.7		6.1	
Tom Clancy's Rainbow Six 3: Black Arrow	8.4		8.6	
Mirror's Edge	7.9		7.8	
Guitar Hero 5	8.5		6.8	
Alien: Isolation	7.9		8.1	
Fantasy Life	7.3		8.6	
SingStar	8.2		5.9	
The Legend of Zelda: Tri Force Heroes	7.3		7.6	
Supercar Street Challenge	5.7		7.6	
Rabbids Go Home	7.8		8.3	
ModNation Racers	8.2		8.4	
SOCOM: U.S. Navy SEALs Fireteam Bravo	8.2		8.6	
Rocksmith	8.0		8.3	
Call Of Duty 2: Big Red One	7.8		5.1	
Rocksmith	7.7		8.2	
Guitar Hero 5	7.1		2.6	
Worldwide Soccer Manager 2008	8.6		8.0	
Yakuza 3	7.9		8.1	
Persona 4: Golden	9.3		9.2	
Spider-Man 2	8.3		8.3	
Crackdown 2	7.0		6.0	
The Beatles: Rock Band	8.8		8.7	
Dragon Age II	7.9		4.5	
Counter-Strike	7.4		7.6	
Guitar Hero Encore: Rocks The 80s	6.9		6.3	
Fight Night Champion	8.4		7.3	
Tom Clancy's Splinter Cell: Chaos Theory	9.4		9.0	
Pikmin 3	8.7		8.7	
WWE 2K14	7.5		7.7	
Dragon Ball: XenoVerse	6.9		7.7	
Castlevania: Lords of Shadow	8.5		8.0	
Plants vs. Zombies	8.1		7.4	
Tales of Symphonia	8.6		8.5	
LEGO City Undercover	8.0		8.2	
Need for Speed: ProStreet	6.1		6.9	
GRID	8.7		8.1	
Medal of Honor: Airborne	7.3		6.7	
Star Ocean: The Second Story	8.0		8.5	
NCAA Football 14	7.7		5.8	
Yakuza 2	7.7		8.1	
Guitar Hero 5	8.6		5.7	
Dragon Ball Z: The Legacy of Goku II	7.5		8.9	
NERF N-Strike	6.6		4.4	
NFL 2K1	9.7		6.0	
Untold Legends: Brotherhood of the Blade	6.8		7.6	
Project CARS	8.3		6.6	
Madden NFL 2004	9.2		8.3	
Sonic and the Black Knight	5.4		6.9	
The Godfather	7.5		8.3	
Sonic Free Riders	4.7		2.1	
Star Wars: Bounty Hunter	6.5		8.3	
WWE SmackDown vs. Raw 2011	7.4		6.9	
NCAA Football 13	7.6		5.5	
Skate 2	8.4		8.0	
NASCAR Thunder 2004	8.8		8.9	
Namco Museum Battle Collection	7.3		7.2	
Empire: Total War	9.0		6.9	
Virtua Fighter 5	8.5		7.4	
Dante's Inferno	7.5		7.5	
Tom Clancy's Ghost Recon 2	5.8		6.0	
Forza Horizon 3	9.1		7.4	
Star Wars: The Force Unleashed	7.0		8.1	
Dragon Ball Z: Taiketsu	4.0		6.1	
Star Fox: Assault	6.7		8.1	
Plants vs. Zombies: Garden Warfare	6.9		7.3	
The Simpsons Game	5.9		6.7	
LEGO Star Wars II: The Original Trilogy	4.7		5.0	
Call of Duty 3	8.2		7.4	
FIFA Soccer 11	7.3		7.3	
Prince of Persia	8.5		7.3	
Tomb Raider: Underworld	7.6		6.6	
Pro Evolution Soccer 2008	7.6		7.8	
SoulCalibur III	8.6		8.4	
Tiger Woods PGA Tour 10	8.8		8.8	
World Tour Soccer	7.0		5.6	
Naruto: Ultimate Ninja Storm	7.5		8.6	
Lightning Returns: Final Fantasy XIII	6.6		5.9	
Mortal Kombat: Armageddon	7.5		8.5	
Freekstyle	8.1		7.3	
Grand Theft Auto: Chinatown Wars	9.0		7.3	
Spore Creatures	6.5		6.5	
The Orange Box	8.9		8.4	
DJ Hero	8.4		8.0	
Bully: Scholarship Edition	8.0		8.3	
NBA Street V3	8.9		8.7	
Hulk	7.1		8.3	
Overwatch	9.1		5.6	
Aliens vs Predator	6.4		7.3	
Skylanders Giants	7.7		6.3	
Diablo II: Lord of Destruction	8.7		9.1	
Endless Ocean	7.2		8.1	
Spider-Man 2	6.5		7.7	
Seek and Destroy	6.3		8.8	
Darksiders	8.3		7.9	
Mercenaries 2: World in Flames	7.2		7.2	
Warhawk	8.4		8.4	
DiRT 3	8.7		7.1	
Sega Superstars Tennis	7.1		7.0	
DiRT	8.3		8.0	
Call of Duty 4: Modern Warfare	7.5		6.9	
Resident Evil: The Darkside Chronicles	7.5		8.0	
SOCOM: U.S. Navy SEALs Fireteam Bravo 2	8.1		9.0	
NBA 2K3	8.9		8.0	
LEGO The Lord of the Rings	8.2		8.3	
The Simpsons: Road Rage	6.1		8.3	
Dave Mirra Freestyle BMX	8.2		8.4	
EA Sports UFC	7.0		6.1	
Forza Motorsport	9.2		7.6	
Virtua Tennis 3	8.0		7.9	
MVP Baseball 2003	8.1		8.9	
WWE SmackDown vs. Raw 2010	8.0		8.4	
Sleeping Dogs	8.3		7.7	
Naruto: Clash of Ninja 2	7.4		8.9	
Dance Dance Revolution SuperNOVA	7.3		8.7	
Aliens vs Predator	6.5		7.3	
F-Zero: Maximum Velocity	8.6		8.5	
Sonic the Hedgehog	4.6		4.4	
Need for Speed: Most Wanted	8.3		8.8	
The Simpsons Game	7.1		7.7	
F1 2012	8.1		7.5	
Brink	6.8		5.8	
MX vs. ATV Unleashed	7.9		8.4	
WipEout Pure	8.8		7.9	
UFC Undisputed 3	8.6		7.4	
LEGO Pirates of the Caribbean: The Video Game	7.3		7.0	
Tom Clancy's Ghost Recon Advanced Warfighter 2	8.4		8.1	
Super Princess Peach	7.5		7.6	
Guinness World Records: The Videogame	6.7		7.0	
NCAA March Madness 2004	8.2		8.8	
The Legend of Zelda: Twilight Princess HD	8.6		8.4	
LEGO Indiana Jones: The Original Adventures	7.7		7.7	
Tomb Raider	8.6		8.5	
Street Fighter Alpha 3	9.3		8.5	
MySims Agents	7.8		8.6	
MotorStorm: Arctic Edge	7.9		8.8	
FIFA Soccer 08	6.5		6.1	
Tiger Woods PGA Tour 08	7.2		7.0	
Dragon Ball Z: Budokai Tenkaichi 3	7.2		8.4	
Shrek 2	7.0		6.4	
NBA 2K17	9.0		6.2	
Tom Clancy's Ghost Recon Advanced Warfighter 2	8.6		8.1	
Sonic Unleashed	5.4		7.9	
Disney Universe	6.1		6.0	
Dance on Broadway	4.8		3.3	
LEGO Indiana Jones 2: The Adventure Continues	7.1		7.4	
Bulletstorm	8.4		7.6	
Skylanders SWAP Force	8.3		5.3	
Madden NFL 07	8.3		8.7	
Sonic Generations	6.6		6.9	
Rock Band 2	9.2		7.7	
Harry Potter and the Prisoner of Azkaban	7.0		8.7	
Pokemon Conquest	8.0		8.2	
Wall-E	5.1		3.6	
Naruto: Clash of Ninja Revolution	7.4		8.0	
Ace Combat 6: Fires of Liberation	8.0		7.9	
The Simpsons Game	6.4		6.1	
Ninja Gaiden II	8.1		8.0	
Assassin's Creed: Rogue	7.2		7.3	
Rayman Legends	9.0		8.5	
Prince of Persia	8.1		7.0	
ZombiU	7.7		7.7	
Pokken Tournament	7.6		8.0	
Ford Racing 2	5.1		8.0	
NERF N-Strike Elite	6.7		4.5	
God of War: Ghost of Sparta	8.6		8.4	
SoulCalibur II	9.2		8.9	
Dynasty Warriors 3: Xtreme Legends	7.2		9.3	
Rayman Origins	8.7		8.4	
NFL Fever 2002	7.9		8.5	
Just Dance 2014	7.9		7.8	
NCAA Football 12	8.2		6.6	
UFC Undisputed 3	8.5		7.6	
Kirby: Mass Attack	8.3		8.6	
Haze	5.5		6.5	
Oddworld: Abe's Exoddus	8.8		9.1	
The Bouncer	6.6		8.0	
DiRT 2	8.7		8.2	
Guitar Hero: Aerosmith	7.0		5.0	
Shadow The Hedgehog	5.1		6.6	
EyePet	7.0		8.2	
Apollo Justice: Ace Attorney	7.8		8.1	
