Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
7,2006.0,1,53,33.088,23.168000000000003,3.016,6.76,66.024,7.6,8.0,0
7,2008.0,4,53,12.544,10.208,3.032,2.632,28.416000000000004,8.2,8.3,0
7,2009.0,1,53,12.488,8.744,2.624,2.3600000000000003,26.216000000000005,8.0,8.0,0
4,2006.0,6,53,9.024,7.312000000000001,5.2,2.304,23.840000000000003,8.9,8.5,0
7,2006.0,5,53,11.168,7.344,2.3440000000000003,2.272,23.136000000000003,5.8,6.6,0
7,2009.0,6,53,11.552,5.5520000000000005,3.76,1.7920000000000005,22.656,8.7,8.4,0
4,2005.0,4,53,7.768000000000001,5.976,3.3040000000000003,1.52,18.568,9.1,8.6,0
7,2007.0,1,53,7.136,6.424,2.8800000000000003,1.72,18.16,8.0,7.7,0
1,2010.0,5,47,12.0,3.912,0.192,1.352,17.448,6.1,6.3,0
7,2009.0,1,53,7.208,6.792000000000001,2.024,1.416,17.432,8.0,7.4,0
2,2013.0,0,76,5.616,7.272,0.784,3.168,16.832,9.7,8.2,2
0,2004.0,0,76,7.544,0.32,0.328,8.456000000000001,16.648,9.5,9.0,2
4,2005.0,5,53,3.792,7.359999999999999,3.3280000000000003,1.632,16.12,7.7,7.9,0
1,2013.0,0,76,7.728000000000001,4.112,0.048,1.128,13.016,9.7,8.1,2
0,2002.0,0,76,6.728000000000001,4.392,0.376,1.4240000000000002,12.92,9.5,8.7,2
4,2005.0,11,53,2.744,4.28,4.256,0.944,12.232,7.7,7.1,0
0,2001.0,4,65,5.48,4.072,1.4960000000000002,0.928,11.984000000000002,9.5,8.4,0
1,2011.0,2,3,7.231999999999999,3.3920000000000003,0.104,1.056,11.784,8.8,3.4,2
1,2010.0,2,3,7.76,2.9440000000000004,0.088,0.904,11.688,8.7,6.3,2
2,2012.0,2,3,3.992,4.5840000000000005,0.52,1.936,11.032,8.3,5.3,2
1,2012.0,2,3,6.6000000000000005,3.3920000000000003,0.056,0.8960000000000001,10.936,8.3,4.8,2
1,2009.0,2,3,6.816,2.872,0.064,1.024,10.776000000000002,9.4,6.3,2
2,2011.0,2,3,4.432,4.5840000000000005,0.392,1.2560000000000002,10.656,8.8,3.2,2
0,2001.0,0,76,5.5920000000000005,3.608,0.24,1.04,10.48,9.7,8.5,2
7,2008.0,7,53,5.296,2.04,2.128,0.808,10.272,9.3,8.9,1
13,2011.0,4,53,4.024,3.216,2.152,0.7280000000000001,10.128,8.5,8.2,0
2,2010.0,2,3,4.792000000000001,3.4960000000000004,0.384,1.4320000000000002,10.104,8.8,6.4,2
11,2014.0,0,76,3.168,5.048,0.304,1.576,10.088,9.7,8.3,2
4,2005.0,8,53,2.0,2.76,4.264,0.6880000000000001,9.704,8.6,8.7,0
1,2007.0,2,47,6.376,2.248,0.104,0.968,9.696,9.4,7.8,2
0,2004.0,4,65,2.408,0.008,0.8800000000000001,6.024000000000001,9.328,8.9,8.5,0
7,2007.0,6,53,4.848,2.68,0.96,0.592,9.08,9.7,8.9,0
1,2008.0,0,76,5.408,2.456,0.112,0.8240000000000001,8.808,9.8,7.9,2
12,1997.0,4,65,3.216,3.096,2.032,0.416,8.76,9.6,8.7,0
13,2011.0,6,53,3.912,2.4000000000000004,1.7120000000000002,0.6240000000000001,8.648000000000001,9.0,8.4,0
2,2010.0,4,65,2.368,3.856,0.6480000000000001,1.688,8.56,8.4,7.5,0
2,2009.0,2,3,3.992,2.9120000000000004,0.304,1.2800000000000002,8.48,9.4,6.3,2
2,2008.0,0,76,3.808,2.952,0.352,1.2880000000000005,8.4,9.8,7.5,2
1,2013.0,2,3,5.384,2.048,0.032,0.7280000000000001,8.200000000000001,7.3,2.6,2
7,2011.0,5,79,4.760000000000001,2.488,0.0,0.8480000000000001,8.096,7.4,7.8,3
13,2012.0,6,53,2.9280000000000004,2.5120000000000005,1.976,0.504,7.920000000000001,7.8,7.2,0
1,2010.0,2,47,5.632000000000001,1.56,0.064,0.6320000000000001,7.888,9.1,7.9,2
12,1997.0,3,65,2.408,1.976,2.624,0.768,7.776000000000001,9.2,9.2,1
1,2012.0,2,47,5.32,1.824,0.032,0.592,7.768000000000001,8.7,7.0,2
12,1999.0,4,65,3.104,2.736,1.352,0.4,7.592,9.3,9.0,1
7,2010.0,5,79,4.64,2.28,0.008,0.6240000000000001,7.552,7.4,7.3,3
2,2013.0,2,3,3.28,2.904,0.304,1.0,7.487999999999999,7.1,2.6,2
1,2007.0,2,3,4.744,1.888,0.104,0.7200000000000001,7.448,9.4,8.4,2
13,2012.0,8,53,1.624,1.888,3.512,0.312,7.328,8.8,8.7,0
4,2007.0,5,53,3.5200000000000005,1.4800000000000002,1.584,0.544,7.128,7.2,7.8,0
1,2011.0,3,9,4.04,2.232,0.08,0.68,7.032,9.6,8.4,2
11,2015.0,1,22,0.8960000000000001,4.896000000000001,0.048,1.024,6.856000000000001,8.2,4.3,0
5,2004.0,2,47,5.456,1.2240000000000002,0.04,0.064,6.792000000000001,9.5,8.2,2
7,2010.0,5,53,1.4,2.776,1.992,0.536,6.704000000000001,6.8,7.4,0
7,2007.0,5,53,2.9920000000000004,1.7920000000000005,1.2640000000000002,0.5599999999999999,6.616,6.2,6.3,0
2,2012.0,0,22,0.8480000000000001,4.008,0.104,1.576,6.5280000000000005,8.8,6.6,0
0,2001.0,3,65,2.3280000000000003,1.656,2.184,0.264,6.440000000000001,9.2,8.7,1
6,2009.0,8,22,0.792,5.136,0.0,0.48,6.408,8.6,7.6,1
12,1999.0,3,71,1.824,1.376,2.904,0.184,6.288,9.0,8.6,1
4,2008.0,3,53,2.208,1.376,2.152,0.432,6.176,8.3,8.5,0
8,2005.0,0,76,2.32,2.248,0.192,1.384,6.152000000000001,8.8,7.6,2
11,2014.0,2,3,2.248,2.7840000000000003,0.112,0.984,6.128,8.3,5.7,2
11,2016.0,1,22,0.528,4.6000000000000005,0.064,0.8880000000000001,6.072,8.5,5.0,0
7,2010.0,6,53,2.8480000000000003,1.88,0.784,0.496,6.008,9.7,9.1,0
1,2008.0,2,3,3.848,1.504,0.0,0.5519999999999999,5.904,8.4,7.6,2
1,2011.0,2,22,3.568,1.688,0.048,0.5519999999999999,5.856000000000001,8.4,7.4,2
0,2003.0,4,22,2.616,2.264,0.064,0.8160000000000001,5.760000000000001,8.5,8.6,0
7,2009.0,5,79,2.7840000000000003,2.3920000000000003,0.0,0.584,5.760000000000001,4.9,8.0,3
2,2011.0,2,22,2.28,2.3120000000000003,0.2799999999999999,0.8640000000000001,5.736000000000001,8.5,7.5,2
11,2015.0,3,9,2.024,2.616,0.192,0.904,5.728000000000001,8.7,6.5,2
12,1998.0,7,65,2.616,1.7760000000000002,1.12,0.2319999999999999,5.728000000000001,9.6,9.1,1
7,2006.0,0,53,2.9920000000000004,1.7120000000000002,0.48,0.544,5.720000000000001,9.5,9.0,1
12,1998.0,6,65,2.9440000000000004,1.4,1.136,0.224,5.704000000000001,9.1,8.9,0
16,2014.0,4,53,2.52,1.72,1.024,0.408,5.672000000000001,8.8,9.1,0
9,2001.0,7,53,3.5280000000000005,0.8320000000000001,1.112,0.176,5.656000000000001,9.2,9.1,1
0,2004.0,4,22,2.168,2.4160000000000004,0.064,0.8720000000000001,5.5200000000000005,8.2,8.6,0
0,2002.0,2,22,2.3440000000000003,2.2,0.136,0.792,5.464,8.8,8.5,1
7,2012.0,5,79,3.24,1.7280000000000002,0.0,0.44,5.408,7.4,7.3,3
1,2008.0,2,47,3.3200000000000003,1.52,0.048,0.512,5.4,9.3,7.7,2
2,2011.0,0,65,2.216,2.2,0.152,0.8240000000000001,5.392,9.2,8.3,1
2,2007.0,2,3,2.488,1.808,0.224,0.8240000000000001,5.344,9.4,8.4,2
2,2009.0,0,65,2.616,1.7600000000000002,0.168,0.784,5.328,9.6,8.8,1
4,2005.0,5,53,1.328,2.2,1.2800000000000002,0.496,5.296,7.4,7.4,0
2,2010.0,0,76,2.232,2.024,0.136,0.792,5.192,9.5,8.8,2
2,2013.0,1,22,0.6240000000000001,3.3920000000000003,0.056,1.096,5.176,8.6,4.3,0
2,2012.0,0,79,2.112,2.016,0.128,0.8960000000000001,5.16,8.5,6.9,2
7,2010.0,6,53,2.536,1.4320000000000002,0.8240000000000001,0.368,5.152000000000001,8.7,8.6,0
5,2001.0,2,47,3.984,1.04,0.064,0.056,5.144,9.7,8.6,2
2,2011.0,3,9,2.04,2.08,0.2,0.8,5.128,9.2,6.4,2
10,2004.0,3,53,2.056,1.2640000000000002,1.648,0.168,5.128,7.6,9.0,0
0,2002.0,3,65,2.9120000000000004,0.96,1.192,0.056,5.120000000000001,8.5,8.8,0
1,2009.0,2,47,3.472,1.072,0.048,0.488,5.072,8.3,7.1,2
1,2010.0,0,76,2.9600000000000004,1.56,0.072,0.4639999999999999,5.056000000000001,9.5,9.0,2
9,2002.0,6,53,3.208,1.008,0.6960000000000001,0.136,5.048,9.2,8.6,0
6,2004.0,3,3,0.064,4.968,0.0,0.0,5.032,9.3,7.3,1
12,1999.0,0,56,2.488,2.24,0.016,0.264,5.016,8.7,8.1,1
1,2011.0,2,47,3.24,1.2720000000000002,0.056,0.4,4.968,9.1,7.8,2
1,2010.0,1,47,3.136,1.384,0.024,0.408,4.952000000000001,7.3,7.4,3
1,2006.0,2,47,2.8320000000000003,1.504,0.056,0.48,4.872,9.4,8.3,2
11,2014.0,1,22,0.6400000000000001,3.4640000000000004,0.04,0.7200000000000001,4.864000000000001,8.2,5.7,0
0,2001.0,0,40,1.96,1.608,0.6960000000000001,0.576,4.84,9.6,8.7,2
12,1998.0,0,40,2.5440000000000005,1.4640000000000002,0.6240000000000001,0.192,4.824000000000001,9.4,9.4,2
2,2008.0,0,40,2.104,1.368,0.664,0.656,4.792000000000001,9.4,8.7,2
0,2006.0,3,70,1.504,0.0,1.864,1.392,4.760000000000001,9.2,7.6,1
2,2013.0,0,66,1.928,1.7440000000000002,0.224,0.792,4.696000000000001,9.5,9.1,2
2,2008.0,6,65,2.24,1.584,0.136,0.6960000000000001,4.656000000000001,9.5,6.8,0
12,1998.0,0,83,1.504,1.176,1.616,0.36,4.656000000000001,8.9,9.2,2
4,2009.0,3,53,0.504,0.536,3.48,0.12,4.6240000000000006,8.7,8.8,3
12,1996.0,7,65,1.808,1.512,1.088,0.184,4.5920000000000005,8.9,8.9,1
11,2014.0,2,3,1.992,1.656,0.128,0.7360000000000001,4.512,7.6,6.1,1
7,2007.0,0,41,2.856,1.2400000000000002,0.0,0.408,4.512,8.0,8.9,3
4,2006.0,8,1,2.456,1.528,0.056,0.4559999999999999,4.504,6.7,7.2,0
2,2009.0,0,79,2.032,1.544,0.168,0.6880000000000001,4.44,9.1,8.6,2
1,2007.0,9,79,2.624,1.312,0.056,0.448,4.432,8.1,7.7,2
1,2009.0,4,47,2.3920000000000003,1.52,0.08,0.4,4.392,9.2,8.0,0
10,2001.0,6,53,2.5120000000000005,0.992,0.7280000000000001,0.16,4.392,8.4,7.8,0
8,2008.0,3,11,0.376,0.44,3.3040000000000003,0.272,4.384,8.1,8.7,1
2,2011.0,0,85,2.168,1.4800000000000002,0.088,0.6480000000000001,4.384,9.6,8.6,1
14,2014.0,0,76,2.248,1.752,0.0,0.376,4.384,9.7,7.9,2
10,2001.0,4,53,2.096,1.312,0.792,0.184,4.376,9.3,8.3,0
0,2001.0,6,81,1.656,1.832,0.192,0.656,4.336,6.6,7.1,0
2,2008.0,2,3,2.184,1.4640000000000002,0.0,0.664,4.312,8.5,7.6,2
11,2016.0,2,65,1.4800000000000002,2.0,0.152,0.68,4.304,9.3,7.9,1
2,2009.0,3,70,1.392,0.968,1.4960000000000002,0.408,4.264,8.3,7.3,1
12,2000.0,3,71,1.2960000000000005,0.6160000000000001,2.224,0.112,4.24,9.4,8.9,1
1,2012.0,0,79,2.504,1.352,0.024,0.352,4.232,8.4,6.7,2
0,2003.0,3,22,1.536,0.8640000000000001,1.688,0.136,4.232,8.5,6.6,1
14,2014.0,2,3,2.5760000000000005,1.2400000000000002,0.008,0.384,4.216,8.1,5.4,2
1,2009.0,0,79,2.488,1.2400000000000002,0.064,0.408,4.208,9.0,8.8,2
16,2012.0,6,53,1.84,1.072,1.016,0.256,4.176,8.4,8.1,0
0,2004.0,3,70,0.52,0.6000000000000001,2.888,0.16,4.168,8.9,8.8,1
4,2007.0,11,53,0.968,1.944,0.8240000000000001,0.416,4.152,8.5,8.6,0
1,2012.0,0,22,0.8720000000000001,2.776,0.024,0.4559999999999999,4.128,9.0,6.1,0
6,2012.0,3,3,1.952,1.7280000000000002,0.0,0.432,4.112,8.8,4.0,2
0,2003.0,2,22,1.584,1.784,0.104,0.6400000000000001,4.104,6.8,7.6,1
0,2006.0,5,56,3.048,0.504,0.0,0.544,4.096,9.2,8.5,1
1,2010.0,3,47,2.872,0.8640000000000001,0.04,0.304,4.08,8.0,6.5,2
2,2009.0,0,11,1.568,1.128,0.8640000000000001,0.512,4.072,8.4,7.5,2
4,2007.0,0,53,1.4800000000000002,1.4400000000000002,0.76,0.384,4.064,9.0,8.0,0
2,2010.0,1,22,0.488,2.624,0.048,0.8960000000000001,4.056,8.9,8.0,0
12,1996.0,0,83,1.64,0.928,0.8880000000000001,0.584,4.04,9.1,9.0,2
8,2006.0,0,76,1.36,1.592,0.128,0.944,4.024,8.6,8.0,2
12,1999.0,1,3,2.736,1.104,0.016,0.16,4.016,9.2,9.2,1
0,2007.0,5,3,2.7920000000000003,0.008,0.008,1.184,3.984,8.2,8.2,1
7,2007.0,2,53,2.44,0.936,0.2319999999999999,0.368,3.984,6.8,7.1,1
1,2008.0,3,9,2.72,0.792,0.072,0.36,3.944,9.3,8.5,2
2,2007.0,0,65,1.848,1.376,0.096,0.6160000000000001,3.936,8.8,8.1,1
0,2005.0,1,22,3.184,0.208,0.008,0.528,3.928,8.8,8.0,0
6,2010.0,10,3,2.056,1.344,0.0,0.4639999999999999,3.872,9.3,8.2,1
2,2007.0,9,79,1.528,1.6,0.072,0.656,3.856,8.1,7.3,2
2,2010.0,0,65,2.192,1.064,0.096,0.488,3.84,9.2,8.7,2
12,1999.0,4,65,2.056,1.2560000000000002,0.352,0.168,3.832,8.8,9.0,0
4,2007.0,0,41,2.264,1.184,0.0,0.36,3.808,8.0,5.4,0
12,2000.0,0,6,1.888,1.6800000000000002,0.016,0.2,3.7840000000000007,6.2,7.7,1
1,2011.0,0,85,2.3920000000000003,1.016,0.032,0.336,3.7840000000000007,9.4,8.7,1
12,2000.0,1,3,2.44,1.128,0.016,0.16,3.744,9.8,7.7,1
0,2002.0,0,22,1.552,1.56,0.064,0.5599999999999999,3.736,8.2,8.2,1
12,1996.0,0,21,1.832,1.576,0.104,0.192,3.704,9.1,8.6,1
7,2008.0,8,53,1.4560000000000002,0.8960000000000001,1.056,0.288,3.696,7.3,7.6,0
11,2015.0,0,65,1.656,1.368,0.064,0.6080000000000001,3.696,8.6,8.1,1
9,2002.0,0,53,2.08,0.792,0.7120000000000001,0.104,3.68,9.6,8.9,0
7,2007.0,5,3,2.4320000000000004,0.8880000000000001,0.0,0.344,3.68,8.6,8.4,1
13,2013.0,0,53,1.4400000000000002,1.112,0.8880000000000001,0.2319999999999999,3.672,8.6,8.4,0
1,2011.0,4,47,1.664,1.576,0.048,0.368,3.6560000000000006,9.1,8.2,0
0,2004.0,1,22,3.344,0.208,0.008,0.064,3.624000000000001,9.1,7.9,0
1,2007.0,5,3,2.552,0.7280000000000001,0.008,0.336,3.624000000000001,8.5,7.9,1
0,2006.0,1,22,2.904,0.192,0.008,0.488,3.5920000000000005,8.4,8.2,0
14,2015.0,2,47,2.224,1.016,0.024,0.328,3.5840000000000005,8.4,6.4,1
0,2002.0,0,3,2.168,1.2080000000000002,0.024,0.184,3.5840000000000005,7.6,7.9,0
11,2016.0,2,3,1.2880000000000005,1.6,0.12,0.568,3.568,7.7,3.4,2
0,2005.0,0,65,2.168,1.032,0.016,0.344,3.5600000000000005,9.4,8.9,2
16,2015.0,2,53,1.2320000000000002,0.944,1.168,0.208,3.544,8.1,8.5,3
16,2012.0,5,53,2.016,0.8880000000000001,0.368,0.264,3.536,7.7,7.9,3
0,2001.0,1,3,2.128,1.032,0.008,0.368,3.5280000000000005,9.7,7.5,1
0,2006.0,1,40,0.08,1.912,0.8400000000000001,0.6880000000000001,3.512,8.6,8.9,0
1,2006.0,3,76,2.256,0.8240000000000001,0.104,0.32,3.504,9.4,8.7,2
0,2005.0,4,22,1.624,1.4320000000000002,0.064,0.376,3.4960000000000004,8.2,9.1,1
7,2010.0,5,79,2.112,1.064,0.008,0.312,3.4880000000000004,5.6,8.3,3
2,2006.0,2,65,1.392,1.376,0.112,0.6000000000000001,3.472,8.6,8.1,2
0,2005.0,3,70,1.7600000000000002,0.4639999999999999,1.104,0.136,3.4640000000000004,8.7,9.0,3
16,2013.0,6,53,1.688,0.928,0.584,0.256,3.4560000000000004,9.3,9.0,0
1,2008.0,3,47,2.008,0.992,0.088,0.328,3.416,8.9,6.5,2
10,2001.0,5,51,2.4000000000000004,0.8880000000000001,0.04,0.056,3.3920000000000003,7.9,7.3,0
2,2009.0,0,21,1.7920000000000005,1.048,0.056,0.488,3.3840000000000003,9.1,8.9,1
0,2004.0,0,40,1.168,0.0,0.664,1.544,3.3840000000000003,9.1,9.3,2
2,2011.0,0,79,1.128,1.608,0.08,0.5599999999999999,3.376,8.0,7.5,2
14,2015.0,3,9,2.008,1.056,0.008,0.304,3.376,8.8,6.2,2
1,2013.0,1,22,0.7360000000000001,2.3120000000000003,0.008,0.32,3.376,8.4,4.2,0
8,2006.0,6,65,1.96,0.808,0.0,0.6000000000000001,3.3680000000000003,8.5,8.7,3
0,2005.0,1,22,0.6240000000000001,2.04,0.032,0.672,3.3680000000000003,8.0,7.8,0
0,2003.0,5,65,0.7040000000000001,1.84,0.16,0.664,3.3600000000000003,8.0,7.5,0
2,2007.0,4,65,1.024,1.4560000000000002,0.4559999999999999,0.416,3.3520000000000003,8.0,7.1,0
1,2011.0,0,79,1.8,1.176,0.032,0.344,3.3520000000000003,8.0,7.2,2
2,2009.0,7,11,1.624,0.8320000000000001,0.4639999999999999,0.416,3.3280000000000003,9.4,7.3,1
0,2002.0,1,22,2.688,0.168,0.008,0.448,3.312,9.5,7.7,0
6,1997.0,2,84,3.224,0.0,0.072,0.0,3.2960000000000003,9.6,9.1,2
6,2007.0,3,3,2.056,1.2160000000000002,0.0,0.0,3.272,9.1,7.9,1
11,2016.0,2,22,0.8800000000000001,1.72,0.168,0.488,3.264,8.8,8.4,2
0,2007.0,0,65,1.856,0.032,0.032,1.336,3.256,9.3,8.9,2
1,2010.0,3,9,2.128,0.8240000000000001,0.032,0.264,3.24,8.4,8.1,2
1,2007.0,4,47,1.88,1.016,0.024,0.328,3.24,9.0,8.3,0
7,2007.0,5,76,1.6960000000000002,1.176,0.04,0.336,3.24,5.6,6.0,0
11,2014.0,0,79,1.12,1.52,0.088,0.512,3.24,8.0,6.3,2
0,2000.0,7,51,1.344,1.2080000000000002,0.408,0.2799999999999999,3.24,8.5,8.5,1
11,2014.0,2,79,0.904,1.7440000000000002,0.08,0.504,3.232,8.5,7.7,2
1,2009.0,2,22,2.136,0.6960000000000001,0.04,0.304,3.176,8.9,8.6,2
11,2015.0,3,51,0.8160000000000001,1.704,0.184,0.472,3.176,9.2,9.2,2
11,2014.0,0,79,0.952,1.656,0.064,0.496,3.168,7.0,4.9,2
11,2015.0,0,85,1.2240000000000002,1.352,0.08,0.512,3.16,8.7,7.6,2
7,2011.0,0,53,1.624,0.928,0.296,0.304,3.16,9.3,8.0,3
2,2008.0,3,9,1.72,0.904,0.056,0.472,3.152,9.0,8.0,2
4,2007.0,11,53,0.7200000000000001,1.408,0.7360000000000001,0.296,3.152,8.4,8.8,3
7,2009.0,1,22,1.672,1.08,0.048,0.32,3.12,8.1,8.7,0
0,2003.0,1,3,1.832,0.936,0.008,0.336,3.12,9.0,8.7,1
13,2014.0,3,53,0.544,0.384,2.096,0.088,3.112,8.6,8.7,1
6,2011.0,3,9,0.928,1.6960000000000002,0.0,0.48,3.104,9.4,8.1,2
11,2015.0,1,76,1.992,0.528,0.024,0.5519999999999999,3.104,8.7,6.7,3
0,2005.0,7,51,0.7440000000000001,1.552,0.248,0.5599999999999999,3.096,8.8,8.6,1
2,2006.0,4,65,1.2240000000000002,1.2800000000000002,0.048,0.536,3.096,8.4,7.4,1
0,2004.0,1,40,0.128,1.512,0.8960000000000001,0.544,3.08,9.1,9.1,0
2,2010.0,1,65,1.704,0.8960000000000001,0.08,0.4,3.072,7.6,7.9,3
11,2013.0,2,3,1.4240000000000002,1.144,0.04,0.4559999999999999,3.064,7.8,3.7,2
4,2007.0,5,53,0.6880000000000001,1.2480000000000002,0.8400000000000001,0.2799999999999999,3.064,5.9,4.0,0
11,2016.0,2,79,1.08,1.36,0.12,0.48,3.04,8.0,7.0,2
7,2007.0,5,53,0.8400000000000001,1.528,0.328,0.336,3.032,6.8,6.9,0
1,2008.0,0,3,1.92,0.808,0.0,0.288,3.008,7.7,7.5,3
6,2002.0,8,22,1.624,1.2480000000000002,0.0,0.136,3.008,7.9,8.0,1
12,2001.0,0,22,1.096,1.6,0.112,0.176,2.984,6.4,7.5,0
7,2007.0,6,53,1.56,0.6880000000000001,0.472,0.248,2.968,8.5,7.9,0
12,2000.0,6,65,1.544,1.2640000000000002,0.0,0.152,2.968,9.1,8.8,0
2,2013.0,0,79,1.064,1.344,0.104,0.4559999999999999,2.968,8.8,8.1,2
0,2004.0,1,22,0.4639999999999999,1.984,0.032,0.472,2.9600000000000004,8.1,7.6,0
0,2002.0,1,3,1.704,0.944,0.008,0.2799999999999999,2.936,9.4,8.5,1
4,2007.0,8,22,1.2640000000000002,1.2720000000000002,0.064,0.328,2.9280000000000004,6.7,7.3,0
8,2005.0,4,76,1.32,0.968,0.0,0.6320000000000001,2.92,7.4,8.4,3
0,2002.0,2,65,2.024,0.6480000000000001,0.048,0.192,2.92,8.2,7.9,2
0,2001.0,6,65,1.664,0.8720000000000001,0.12,0.264,2.9120000000000004,9.0,8.7,0
0,2007.0,1,40,0.04,0.0,0.512,2.3440000000000003,2.904,8.2,7.9,0
0,2005.0,0,11,1.664,0.664,0.368,0.2,2.8960000000000004,9.6,8.9,2
7,2008.0,5,3,1.856,0.768,0.0,0.272,2.8960000000000004,8.6,7.6,1
2,2009.0,1,22,0.48,1.96,0.04,0.416,2.8960000000000004,9.1,7.6,0
0,2004.0,2,41,1.544,0.976,0.024,0.352,2.888,8.2,8.7,1
0,2001.0,4,22,1.616,0.936,0.0,0.336,2.888,6.4,7.7,1
9,2001.0,0,53,1.904,0.536,0.368,0.08,2.8800000000000003,7.8,8.5,0
11,2013.0,2,22,1.08,1.2400000000000002,0.136,0.408,2.872,8.5,6.9,2
0,2005.0,2,41,1.7440000000000002,0.8160000000000001,0.024,0.296,2.872,8.4,9.0,1
4,2007.0,8,1,1.2800000000000002,1.192,0.08,0.312,2.8640000000000003,7.0,8.0,0
0,2006.0,0,76,1.2480000000000002,1.12,0.056,0.4,2.8320000000000003,7.8,7.8,2
0,2002.0,0,65,0.984,1.416,0.04,0.392,2.8320000000000003,7.2,6.8,2
0,2001.0,2,22,1.52,0.904,0.08,0.328,2.824,7.2,7.9,1
1,2010.0,1,22,0.568,1.912,0.016,0.32,2.8160000000000003,8.8,7.5,0
1,2008.0,2,22,2.128,0.392,0.04,0.24,2.808,8.9,7.9,2
14,2014.0,0,79,1.816,0.7200000000000001,0.0,0.264,2.8000000000000003,7.2,4.1,2
1,2009.0,0,11,1.688,0.7440000000000001,0.096,0.272,2.8000000000000003,8.3,7.5,2
1,2010.0,0,79,2.28,0.304,0.024,0.192,2.7920000000000003,8.9,8.3,2
2,2013.0,2,22,1.04,1.136,0.216,0.4,2.7920000000000003,8.0,5.8,2
1,2009.0,0,21,1.7600000000000002,0.76,0.016,0.248,2.7840000000000003,9.2,8.7,1
1,2013.0,2,22,1.72,0.808,0.016,0.248,2.7840000000000003,7.9,5.6,2
1,2010.0,2,22,1.6800000000000002,0.808,0.032,0.256,2.776,8.8,8.6,2
4,2008.0,5,3,1.6800000000000002,0.808,0.008,0.2799999999999999,2.768,7.1,8.8,3
4,2006.0,5,53,0.472,1.4320000000000002,0.584,0.272,2.76,8.3,8.4,0
1,2009.0,2,76,1.92,0.568,0.024,0.2319999999999999,2.752,8.4,8.2,2
0,2002.0,7,51,1.2400000000000002,1.016,0.264,0.2319999999999999,2.752,7.9,8.3,1
12,1998.0,0,76,0.904,1.656,0.0,0.176,2.736,7.0,8.0,1
11,2015.0,0,40,0.8720000000000001,1.088,0.392,0.384,2.728,9.3,8.2,2
0,2004.0,0,3,1.4,0.96,0.016,0.344,2.728,8.0,8.9,1
0,2002.0,1,22,0.368,1.824,0.04,0.488,2.72,8.8,6.7,0
2,2011.0,6,65,1.4640000000000002,0.8400000000000001,0.048,0.368,2.712,9.1,8.4,0
12,2000.0,5,65,1.2480000000000002,1.176,0.152,0.136,2.712,6.8,8.2,0
11,2015.0,0,79,0.6480000000000001,1.592,0.056,0.416,2.712,7.6,6.8,2
1,2008.0,0,85,1.632,0.8160000000000001,0.0,0.256,2.704,7.6,7.9,3
14,2014.0,2,3,1.7120000000000002,0.7360000000000001,0.0,0.248,2.696,7.5,5.5,1
2,2012.0,2,79,0.7040000000000001,1.36,0.08,0.536,2.68,9.0,8.5,2
0,2002.0,2,22,1.16,1.032,0.096,0.368,2.664,7.7,8.5,1
0,2005.0,0,41,1.176,1.112,0.024,0.344,2.656,6.0,7.2,1
4,2009.0,0,53,1.12,0.7280000000000001,0.592,0.208,2.648,8.7,7.8,3
0,2001.0,2,76,1.592,0.8400000000000001,0.04,0.176,2.648,8.0,8.5,2
1,2013.0,0,79,1.52,0.8880000000000001,0.008,0.2319999999999999,2.64,8.6,7.9,2
0,2003.0,0,22,1.2000000000000002,1.024,0.04,0.368,2.624,8.5,8.7,1
14,2015.0,2,47,2.088,0.264,0.0,0.272,2.624,8.2,7.5,2
0,2003.0,0,3,1.512,0.8400000000000001,0.016,0.248,2.616,7.7,8.0,2
4,2008.0,11,53,0.48,1.2560000000000002,0.656,0.216,2.608,8.6,9.2,3
14,2015.0,1,22,0.7120000000000001,1.6960000000000002,0.0,0.192,2.6,8.4,4.4,0
7,2008.0,5,53,1.08,0.8880000000000001,0.368,0.256,2.6,6.3,4.6,0
11,2015.0,1,22,1.872,0.24,0.0,0.48,2.5920000000000005,8.3,5.9,0
2,2013.0,4,65,0.576,1.336,0.32,0.352,2.584,8.1,7.7,0
14,2014.0,2,47,1.528,0.8,0.024,0.2319999999999999,2.584,8.5,7.2,2
16,2015.0,6,53,0.944,0.7120000000000001,0.752,0.16,2.568,8.8,8.7,0
8,2008.0,0,65,1.184,0.8,0.032,0.528,2.5440000000000005,9.1,8.6,2
0,2003.0,0,6,1.4240000000000002,0.8960000000000001,0.072,0.152,2.5440000000000005,6.2,8.1,1
8,2007.0,3,70,1.08,0.472,0.6400000000000001,0.344,2.5440000000000005,8.3,8.0,1
1,2010.0,5,42,1.72,0.6080000000000001,0.008,0.208,2.536,8.2,7.6,1
2,2011.0,9,76,1.016,1.032,0.096,0.392,2.536,8.9,7.7,2
0,2001.0,8,66,1.648,0.448,0.304,0.136,2.536,8.9,9.1,0
9,2001.0,8,53,1.536,0.128,0.792,0.072,2.52,8.7,8.9,0
0,2007.0,1,22,0.544,0.0,0.0,1.968,2.5120000000000005,8.3,6.5,0
12,2000.0,0,3,1.36,1.0,0.016,0.128,2.504,8.7,9.0,0
