Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Empire: Total War	0.008	0.776	0.0	0.08	0.8640000000000001
Virtua Fighter 5	0.2319999999999999	0.408	0.064	0.16	0.8640000000000001
Dante's Inferno	0.512	0.224	0.032	0.104	0.8640000000000001
Tom Clancy's Ghost Recon 2	0.512	0.272	0.0	0.08	0.8640000000000001
Forza Horizon 3	0.336	0.4639999999999999	0.0	0.064	0.8640000000000001
Star Wars: The Force Unleashed	0.344	0.32	0.0	0.192	0.8640000000000001
Dragon Ball Z: Taiketsu	0.6160000000000001	0.2319999999999999	0.0	0.016	0.8640000000000001
Star Fox: Assault	0.544	0.144	0.152	0.024	0.8640000000000001
Plants vs. Zombies: Garden Warfare	0.408	0.376	0.0	0.072	0.8640000000000001
The Simpsons Game	0.192	0.432	0.0	0.24	0.8560000000000001
LEGO Star Wars II: The Original Trilogy	0.768	0.024	0.0	0.064	0.8560000000000001
Call of Duty 3	0.7120000000000001	0.024	0.0	0.12	0.8560000000000001
FIFA Soccer 11	0.208	0.5519999999999999	0.0	0.096	0.8560000000000001
Prince of Persia	0.376	0.32	0.024	0.136	0.8560000000000001
Tomb Raider: Underworld	0.424	0.336	0.008	0.088	0.8560000000000001
Pro Evolution Soccer 2008	0.064	0.7200000000000001	0.032	0.04	0.8560000000000001
SoulCalibur III	0.592	0.12	0.104	0.04	0.8560000000000001
Tiger Woods PGA Tour 10	0.48	0.288	0.0	0.088	0.8560000000000001
World Tour Soccer	0.08	0.504	0.0	0.272	0.8560000000000001
Naruto: Ultimate Ninja Storm	0.392	0.272	0.072	0.12	0.8560000000000001
Lightning Returns: Final Fantasy XIII	0.248	0.16	0.36	0.088	0.8560000000000001
Mortal Kombat: Armageddon	0.7040000000000001	0.032	0.0	0.112	0.8480000000000001
Freekstyle	0.416	0.328	0.0	0.112	0.8480000000000001
Grand Theft Auto: Chinatown Wars	0.224	0.392	0.024	0.216	0.8480000000000001
Spore Creatures	0.528	0.24	0.0	0.08	0.8480000000000001
The Orange Box	0.224	0.4639999999999999	0.0	0.168	0.8480000000000001
DJ Hero	0.448	0.312	0.0	0.088	0.8480000000000001
Bully: Scholarship Edition	0.424	0.32	0.024	0.088	0.8480000000000001
NBA Street V3	0.416	0.328	0.0	0.112	0.8480000000000001
Hulk	0.416	0.328	0.0	0.112	0.8480000000000001
Overwatch	0.504	0.264	0.0	0.08	0.8480000000000001
Aliens vs Predator	0.44	0.32	0.0	0.088	0.8480000000000001
Skylanders Giants	0.288	0.392	0.0	0.16	0.8480000000000001
Diablo II: Lord of Destruction	0.8240000000000001	0.016	0.0	0.0	0.8480000000000001
Endless Ocean	0.344	0.368	0.072	0.072	0.8480000000000001
Spider-Man 2	0.6080000000000001	0.224	0.0	0.016	0.8480000000000001
Seek and Destroy	0.416	0.32	0.0	0.112	0.8480000000000001
Darksiders	0.536	0.224	0.008	0.08	0.8480000000000001
Mercenaries 2: World in Flames	0.52	0.24	0.008	0.08	0.8480000000000001
Warhawk	0.392	0.312	0.0	0.136	0.8480000000000001
DiRT 3	0.216	0.4559999999999999	0.008	0.16	0.8480000000000001
Sega Superstars Tennis	0.224	0.52	0.0	0.104	0.8400000000000001
DiRT	0.128	0.528	0.0	0.184	0.8400000000000001
Call of Duty 4: Modern Warfare	0.76	0.008	0.008	0.064	0.8400000000000001
Resident Evil: The Darkside Chronicles	0.368	0.248	0.16	0.072	0.8400000000000001
SOCOM: U.S. Navy SEALs Fireteam Bravo 2	0.6480000000000001	0.088	0.0	0.104	0.8400000000000001
NBA 2K3	0.408	0.32	0.0	0.104	0.8400000000000001
LEGO The Lord of the Rings	0.296	0.392	0.0	0.152	0.8400000000000001
The Simpsons: Road Rage	0.6240000000000001	0.208	0.0	0.008	0.8400000000000001
Dave Mirra Freestyle BMX	0.7280000000000001	0.088	0.0	0.024	0.8400000000000001
EA Sports UFC	0.368	0.328	0.008	0.136	0.8400000000000001
Forza Motorsport	0.416	0.408	0.0	0.016	0.8400000000000001
Virtua Tennis 3	0.184	0.4639999999999999	0.024	0.168	0.8400000000000001
MVP Baseball 2003	0.408	0.32	0.0	0.104	0.8320000000000001
WWE SmackDown vs. Raw 2010	0.448	0.296	0.008	0.08	0.8320000000000001
Sleeping Dogs	0.248	0.392	0.04	0.152	0.8320000000000001
Naruto: Clash of Ninja 2	0.352	0.096	0.36	0.024	0.8320000000000001
Dance Dance Revolution SuperNOVA	0.6960000000000001	0.024	0.0	0.112	0.8320000000000001
Aliens vs Predator	0.328	0.368	0.0	0.144	0.8320000000000001
F-Zero: Maximum Velocity	0.312	0.128	0.296	0.096	0.8320000000000001
Sonic the Hedgehog	0.352	0.384	0.0	0.088	0.8320000000000001
Need for Speed: Most Wanted	0.424	0.368	0.0	0.04	0.8320000000000001
The Simpsons Game	0.432	0.312	0.0	0.088	0.8240000000000001
F1 2012	0.096	0.504	0.04	0.184	0.8240000000000001
Brink	0.472	0.2799999999999999	0.008	0.072	0.8240000000000001
MX vs. ATV Unleashed	0.6880000000000001	0.024	0.0	0.112	0.8240000000000001
WipEout Pure	0.376	0.272	0.0	0.184	0.8240000000000001
UFC Undisputed 3	0.44	0.256	0.024	0.104	0.8240000000000001
LEGO Pirates of the Caribbean: The Video Game	0.432	0.312	0.0	0.072	0.8240000000000001
Tom Clancy's Ghost Recon Advanced Warfighter 2	0.272	0.384	0.016	0.152	0.8240000000000001
Super Princess Peach	0.5599999999999999	0.04	0.168	0.056	0.8240000000000001
Guinness World Records: The Videogame	0.368	0.376	0.0	0.088	0.8240000000000001
NCAA March Madness 2004	0.4	0.312	0.0	0.104	0.8240000000000001
The Legend of Zelda: Twilight Princess HD	0.448	0.24	0.064	0.072	0.8240000000000001
LEGO Indiana Jones: The Original Adventures	0.352	0.336	0.0	0.136	0.8240000000000001
Tomb Raider	0.768	0.056	0.0	0.0	0.8240000000000001
Street Fighter Alpha 3	0.304	0.096	0.408	0.016	0.8240000000000001
MySims Agents	0.488	0.256	0.0	0.08	0.8240000000000001
MotorStorm: Arctic Edge	0.128	0.4559999999999999	0.0	0.2319999999999999	0.8160000000000001
FIFA Soccer 08	0.256	0.472	0.008	0.088	0.8160000000000001
Tiger Woods PGA Tour 08	0.7440000000000001	0.008	0.0	0.064	0.8160000000000001
Dragon Ball Z: Budokai Tenkaichi 3	0.256	0.288	0.208	0.072	0.8160000000000001
Shrek 2	0.584	0.208	0.008	0.024	0.8160000000000001
NBA 2K17	0.6880000000000001	0.048	0.0	0.088	0.8160000000000001
Tom Clancy's Ghost Recon Advanced Warfighter 2	0.6960000000000001	0.04	0.016	0.064	0.8160000000000001
Sonic Unleashed	0.448	0.256	0.008	0.112	0.8160000000000001
Disney Universe	0.512	0.224	0.0	0.08	0.8160000000000001
Dance on Broadway	0.2	0.52	0.0	0.096	0.8160000000000001
LEGO Indiana Jones 2: The Adventure Continues	0.496	0.248	0.0	0.072	0.8160000000000001
Bulletstorm	0.488	0.256	0.008	0.064	0.8160000000000001
Skylanders SWAP Force	0.344	0.336	0.0	0.136	0.8160000000000001
Madden NFL 07	0.776	0.024	0.0	0.024	0.8160000000000001
Sonic Generations	0.352	0.376	0.008	0.072	0.8160000000000001
Rock Band 2	0.7440000000000001	0.008	0.0	0.064	0.8160000000000001
Harry Potter and the Prisoner of Azkaban	0.4	0.312	0.0	0.104	0.8160000000000001
Pokemon Conquest	0.448	0.04	0.296	0.032	0.8160000000000001
Wall-E	0.408	0.32	0.0	0.088	0.808
Naruto: Clash of Ninja Revolution	0.352	0.368	0.0	0.088	0.808
Ace Combat 6: Fires of Liberation	0.5519999999999999	0.032	0.176	0.048	0.808
The Simpsons Game	0.36	0.368	0.0	0.088	0.808
Ninja Gaiden II	0.52	0.176	0.04	0.08	0.808
Assassin's Creed: Rogue	0.4639999999999999	0.272	0.0	0.072	0.808
Rayman Legends	0.176	0.512	0.0	0.128	0.808
Prince of Persia	0.432	0.272	0.016	0.08	0.808
ZombiU	0.416	0.288	0.04	0.064	0.808
Pokken Tournament	0.4	0.208	0.136	0.064	0.808
Ford Racing 2	0.392	0.304	0.0	0.104	0.8
NERF N-Strike Elite	0.7440000000000001	0.0	0.0	0.056	0.8
God of War: Ghost of Sparta	0.328	0.2799999999999999	0.024	0.168	0.8
SoulCalibur II	0.6240000000000001	0.144	0.024	0.0	0.8
Dynasty Warriors 3: Xtreme Legends	0.104	0.08	0.592	0.024	0.8
Rayman Origins	0.264	0.392	0.008	0.136	0.8
NFL Fever 2002	0.592	0.168	0.0	0.032	0.792
Just Dance 2014	0.576	0.136	0.0	0.08	0.792
NCAA Football 12	0.752	0.0	0.0	0.048	0.792
UFC Undisputed 3	0.576	0.16	0.0	0.064	0.792
Kirby: Mass Attack	0.384	0.048	0.328	0.04	0.792
Haze	0.392	0.264	0.016	0.12	0.792
Oddworld: Abe's Exoddus	0.44	0.304	0.0	0.048	0.792
The Bouncer	0.24	0.184	0.304	0.064	0.792
DiRT 2	0.216	0.416	0.0	0.152	0.792
Guitar Hero: Aerosmith	0.584	0.12	0.0	0.088	0.792
Shadow The Hedgehog	0.6080000000000001	0.16	0.0	0.024	0.792
EyePet	0.2799999999999999	0.416	0.032	0.064	0.792
Apollo Justice: Ace Attorney	0.224	0.032	0.512	0.024	0.792
Ace Combat X: Skies of Deception	0.296	0.24	0.096	0.152	0.792
Dark Souls	0.512	0.216	0.0	0.072	0.792
Midnight Club: LA Remix	0.416	0.216	0.0	0.152	0.784
Pro Evolution Soccer 2008	0.016	0.424	0.152	0.2	0.784
FIFA Soccer 10	0.184	0.512	0.0	0.088	0.784
Tales of Graces f	0.224	0.144	0.36	0.056	0.784
Fallout 3	0.016	0.7040000000000001	0.0	0.064	0.784
Mario Party Advance	0.4	0.152	0.224	0.016	0.784
Zoo Tycoon DS	0.6880000000000001	0.024	0.008	0.064	0.784
WWE SmackDown vs Raw 2008	0.304	0.4	0.0	0.088	0.784
Dead Space 3	0.512	0.208	0.0	0.064	0.784
Tom Clancy's Splinter Cell: Blacklist	0.4559999999999999	0.256	0.008	0.064	0.784
NBA 2K10	0.7040000000000001	0.016	0.0	0.064	0.776
NCAA Football 06	0.584	0.168	0.0	0.024	0.776
Grand Theft Auto: San Andreas	0.0	0.7440000000000001	0.0	0.032	0.776
Madden NFL 08	0.7120000000000001	0.0	0.0	0.064	0.776
Fire Emblem	0.392	0.144	0.2319999999999999	0.008	0.776
Brutal Legend	0.496	0.208	0.0	0.072	0.776
Disney Infinity	0.392	0.256	0.0	0.128	0.776
NHL 2004	0.376	0.296	0.0	0.096	0.776
Grand Theft Auto: Vice City Stories	0.6240000000000001	0.024	0.024	0.104	0.776
FIFA Soccer 2005	0.264	0.48	0.0	0.032	0.776
Mass Effect 3	0.32	0.352	0.0	0.096	0.776
Cars	0.68	0.032	0.0	0.056	0.776
Band Hero	0.472	0.2319999999999999	0.0	0.072	0.776
Skylanders: Spyro's Adventure	0.424	0.272	0.0	0.08	0.776
LEGO Star Wars II: The Original Trilogy	0.6000000000000001	0.152	0.0	0.024	0.776
Medal of Honor: Underground	0.432	0.296	0.0	0.048	0.776
Dark Cloud 2	0.304	0.2	0.208	0.056	0.768
Far Cry 3	0.176	0.496	0.0	0.096	0.768
Evolve	0.288	0.328	0.04	0.12	0.768
Dead Space 3	0.352	0.288	0.0	0.128	0.768
NHL 2001	0.376	0.296	0.0	0.096	0.768
Farming Simulator 2013	0.0	0.6480000000000001	0.0	0.12	0.768
Guitar Hero: Warriors of Rock	0.376	0.32	0.0	0.072	0.768
de Blob	0.392	0.296	0.0	0.08	0.768
Shinobi	0.288	0.224	0.176	0.072	0.768
Mortal Kombat: Deadly Alliance	0.6160000000000001	0.12	0.0	0.032	0.768
The Witcher 2: Assassins of Kings	0.2	0.448	0.0	0.112	0.768
Sniper Elite V2	0.304	0.304	0.048	0.112	0.768
ESPN NBA 2K5	0.7040000000000001	0.032	0.0	0.032	0.76
Gangs of London	0.24	0.344	0.0	0.176	0.76
Mario Tennis Open	0.208	0.2319999999999999	0.272	0.04	0.76
PilotWings Resort	0.32	0.288	0.104	0.056	0.76
World Championship Poker	0.6400000000000001	0.024	0.0	0.104	0.76
My Weight Loss Coach	0.24	0.432	0.0	0.088	0.76
Tom Clancy's Splinter Cell: Chaos Theory	0.288	0.36	0.0	0.112	0.76
Sonic Unleashed	0.432	0.256	0.0	0.072	0.76
SpongeBob SquarePants: Battle for Bikini Bottom	0.592	0.152	0.0	0.024	0.76
PlayStation All-Stars Battle Royale	0.4	0.216	0.032	0.12	0.76
Pro Evolution Soccer 2014	0.024	0.328	0.408	0.0	0.76
Tom Clancy's Ghost Recon: Future Soldier	0.328	0.256	0.072	0.096	0.76
Kessen	0.216	0.168	0.328	0.056	0.76
Driver: San Francisco	0.192	0.416	0.008	0.144	0.76
Army of Two: The 40th Day	0.496	0.192	0.0	0.072	0.76
Lost Planet 2	0.2319999999999999	0.264	0.16	0.104	0.76
LEGO Pirates of the Caribbean: The Video Game	0.288	0.344	0.0	0.128	0.76
Killzone	0.6320000000000001	0.024	0.0	0.104	0.752
The SpongeBob SquarePants Movie	0.584	0.152	0.0	0.024	0.752
Star Fox 64 3D	0.384	0.216	0.104	0.048	0.752
Castlevania: Lament of Innocence	0.368	0.288	0.0	0.096	0.752
Tom Clancy's Splinter Cell: Blacklist	0.272	0.312	0.048	0.12	0.752
Skylanders: Spyro's Adventure	0.312	0.312	0.0	0.128	0.752
Phantasy Star Portable	0.152	0.048	0.504	0.04	0.752
WWE SmackDown vs. Raw 2009	0.408	0.24	0.008	0.096	0.752
NCAA Football 10	0.6960000000000001	0.0	0.0	0.056	0.752
Brutal Legend	0.432	0.216	0.0	0.104	0.752
Tony Hawk: RIDE	0.5519999999999999	0.136	0.0	0.064	0.752
Bully	0.6000000000000001	0.024	0.032	0.096	0.752
Prince of Persia: The Sands of Time	0.4559999999999999	0.264	0.0	0.032	0.752
MLB 06: The Show	0.6240000000000001	0.024	0.0	0.104	0.752
NHL 2003	0.368	0.288	0.0	0.096	0.7440000000000001
Naruto Shippuden: Ultimate Ninja Storm 3	0.256	0.256	0.12	0.12	0.7440000000000001
EA Sports UFC 2	0.2319999999999999	0.392	0.0	0.12	0.7440000000000001
The Sims 2	0.6480000000000001	0.04	0.0	0.056	0.7440000000000001
Tony Hawk's Pro Skater 4	0.472	0.24	0.0	0.032	0.7440000000000001
Dragon Age: Inquisition	0.448	0.224	0.0	0.072	0.7440000000000001
White Knight Chronicles: International Edition	0.264	0.128	0.288	0.064	0.7440000000000001
SingStar Abba	0.216	0.4	0.0	0.128	0.7440000000000001
Kirby: Planet Robobot	0.224	0.112	0.376	0.032	0.7440000000000001
Guitar Hero: Metallica	0.32	0.344	0.0	0.08	0.7440000000000001
Teenage Mutant Ninja Turtles	0.536	0.2	0.0	0.016	0.7440000000000001
Bayonetta	0.408	0.2	0.072	0.064	0.7440000000000001
MLB 07: The Show	0.6160000000000001	0.024	0.0	0.104	0.7440000000000001
Cars	0.576	0.152	0.0	0.024	0.7440000000000001
Build-A-Bear Workshop	0.68	0.008	0.0	0.056	0.7440000000000001
Kingdom Hearts Re:coded	0.424	0.072	0.216	0.04	0.7440000000000001
Operation Flashpoint: Dragon Rising	0.288	0.36	0.016	0.08	0.7440000000000001
Lego Batman 3: Beyond Gotham	0.296	0.32	0.0	0.12	0.7440000000000001
Wipeout: In The Zone	0.6960000000000001	0.0	0.0	0.048	0.7440000000000001
Brothers in Arms: Hell's Highway	0.352	0.272	0.0	0.12	0.7440000000000001
The LEGO Movie Videogame	0.264	0.344	0.016	0.12	0.7440000000000001
Assassin's Creed III	0.224	0.424	0.0	0.096	0.7440000000000001
Borderlands 2	0.336	0.328	0.0	0.08	0.7440000000000001
Teenage Mutant Ninja Turtles	0.36	0.2799999999999999	0.0	0.096	0.7360000000000001
Disney Magical World	0.136	0.16	0.424	0.024	0.7360000000000001
Top Gun: Combat Zones	0.36	0.2799999999999999	0.0	0.096	0.7360000000000001
NCAA Football 11	0.6880000000000001	0.0	0.0	0.048	0.7360000000000001
007: The World is not Enough	0.408	0.2799999999999999	0.0	0.048	0.7360000000000001
Phoenix Wright: Ace Attorney	0.352	0.04	0.312	0.04	0.7360000000000001
MLB 15: The Show	0.544	0.064	0.0	0.136	0.7360000000000001
South Park: The Stick of Truth	0.344	0.272	0.0	0.128	0.7360000000000001
South Park: The Stick of Truth	0.4639999999999999	0.208	0.0	0.072	0.7360000000000001
MLB 12: The Show	0.6880000000000001	0.0	0.0	0.048	0.7360000000000001
SpongeBob SquarePants: The Yellow Avenger	0.44	0.168	0.0	0.128	0.7360000000000001
Dante's Inferno	0.504	0.16	0.016	0.056	0.7360000000000001
Wii Play: Motion	0.184	0.336	0.144	0.072	0.7360000000000001
WWE SmackDown vs. Raw 2009	0.4639999999999999	0.208	0.0	0.064	0.7360000000000001
Sonic Riders	0.568	0.144	0.0	0.024	0.7360000000000001
Blue Dragon	0.24	0.256	0.168	0.064	0.7360000000000001
Harvest Moon 3D: A New Beginning	0.328	0.136	0.24	0.04	0.7280000000000001
Kung Fu Panda	0.4	0.256	0.0	0.072	0.7280000000000001
EA Sports Active 2	0.416	0.216	0.0	0.096	0.7280000000000001
Knockout Kings 2002	0.36	0.2799999999999999	0.0	0.096	0.7280000000000001
Tom Clancy's EndWar	0.4639999999999999	0.192	0.008	0.072	0.7280000000000001
Tokyo Xtreme Racer 3	0.2799999999999999	0.216	0.168	0.072	0.7280000000000001
Xenoblade Chronicles	0.344	0.2	0.128	0.056	0.7280000000000001
Colin McRae Rally 2.0	0.016	0.6400000000000001	0.016	0.056	0.7280000000000001
Dynasty Warriors 7	0.2	0.104	0.368	0.048	0.7280000000000001
NBA 2K14	0.5599999999999999	0.088	0.0	0.072	0.7280000000000001
SSX	0.2799999999999999	0.328	0.016	0.112	0.7280000000000001
Sonic Riders: Zero Gravity	0.384	0.256	0.016	0.072	0.7280000000000001
Sonic Mega Collection Plus	0.488	0.208	0.0	0.032	0.7280000000000001
Operation Flashpoint: Dragon Rising	0.184	0.368	0.04	0.136	0.7280000000000001
Tiger Woods PGA Tour 2002	0.352	0.2799999999999999	0.0	0.096	0.7200000000000001
Lost Odyssey	0.36	0.208	0.088	0.064	0.7200000000000001
Street Fighter V	0.32	0.224	0.064	0.112	0.7200000000000001
Just Cause 3	0.352	0.312	0.0	0.064	0.7200000000000001
MLB 2005	0.352	0.2799999999999999	0.0	0.096	0.7200000000000001
Marvel: Ultimate Alliance 2	0.544	0.12	0.0	0.064	0.7200000000000001
Burnout Revenge	0.6000000000000001	0.024	0.0	0.096	0.7200000000000001
Crysis 3	0.408	0.248	0.008	0.064	0.7200000000000001
The Witcher 2: Assassins of Kings	0.384	0.256	0.016	0.064	0.7200000000000001
Homefront	0.256	0.312	0.032	0.12	0.7200000000000001
LEGO Jurassic World	0.256	0.336	0.016	0.112	0.7200000000000001
The Elder Scrolls Online	0.256	0.408	0.0	0.056	0.7200000000000001
Hot Shots Tennis	0.136	0.104	0.44	0.04	0.7200000000000001
MX vs. ATV Reflex	0.416	0.2	0.0	0.096	0.7200000000000001
Madden NFL 25	0.504	0.104	0.0	0.12	0.7200000000000001
Sonic Heroes	0.328	0.344	0.008	0.04	0.7200000000000001
Spider-Man 3	0.592	0.024	0.008	0.096	0.7200000000000001
James Bond 007: Agent Under Fire	0.52	0.176	0.0	0.024	0.7200000000000001
LEGO Marvel Super Heroes	0.336	0.288	0.032	0.056	0.7200000000000001
DJ Hero	0.336	0.272	0.0	0.112	0.7200000000000001
X-Men Legends	0.496	0.192	0.0	0.032	0.7200000000000001
NBA Live 2005	0.6480000000000001	0.04	0.0	0.032	0.7200000000000001
Harry Potter: Quidditch World Cup	0.352	0.272	0.0	0.088	0.7200000000000001
Blitz: The League	0.592	0.024	0.0	0.096	0.7120000000000001
Castlevania: Circle of the Moon	0.48	0.176	0.04	0.016	0.7120000000000001
SOCOM 4: U.S. Navy SEALs	0.528	0.088	0.032	0.064	0.7120000000000001
Tiger Woods PGA Tour 06	0.592	0.024	0.0	0.096	0.7120000000000001
FIFA Street	0.136	0.496	0.0	0.08	0.7120000000000001
Classic NES Series: The Legend of Zelda	0.368	0.136	0.192	0.016	0.7120000000000001
Fire Emblem: The Sacred Stones	0.336	0.128	0.24	0.016	0.7120000000000001
Killzone: Liberation	0.352	0.216	0.0	0.144	0.7120000000000001
Finding Nemo	0.5519999999999999	0.144	0.0	0.016	0.7120000000000001
Ace Combat 2	0.128	0.088	0.448	0.048	0.7120000000000001
NFL 2K2	0.352	0.272	0.0	0.088	0.7120000000000001
Pure	0.336	0.264	0.0	0.112	0.7120000000000001
Resistance: Retribution	0.216	0.2799999999999999	0.04	0.168	0.7120000000000001
Call of Duty: World at War	0.448	0.2	0.0	0.064	0.7120000000000001
Tiger Woods PGA Tour 12: The Masters	0.416	0.2	0.0	0.088	0.7120000000000001
FIFA Soccer 09 All-Play	0.224	0.408	0.0	0.072	0.7120000000000001
LEGO Indiana Jones 2: The Adventure Continues	0.376	0.2319999999999999	0.0	0.104	0.7120000000000001
Fossil Fighters	0.664	0.0	0.0	0.048	0.7120000000000001
NCAA Football 13	0.656	0.0	0.0	0.056	0.7120000000000001
Samba De Amigo	0.328	0.296	0.008	0.072	0.7040000000000001
The Simpsons Game	0.304	0.288	0.0	0.12	0.7040000000000001
Call of Duty: Modern Warfare 2	0.008	0.6320000000000001	0.0	0.072	0.7040000000000001
The Tomb Raider Trilogy	0.216	0.368	0.0	0.12	0.7040000000000001
F1 2010	0.144	0.472	0.008	0.08	0.7040000000000001
Call of Juarez: Bound in Blood	0.2799999999999999	0.296	0.008	0.12	0.7040000000000001
NBA 2K6	0.344	0.272	0.0	0.088	0.7040000000000001
Dissidia 012: Duodecim Final Fantasy	0.168	0.096	0.368	0.064	0.7040000000000001
Monster 4X4: World Circuit	0.6400000000000001	0.0	0.008	0.056	0.7040000000000001
Far Cry: Primal	0.376	0.264	0.0	0.064	0.7040000000000001
Resident Evil: Revelations	0.24	0.176	0.24	0.04	0.7040000000000001
Sonic Chronicles: The Dark Brotherhood	0.4	0.2319999999999999	0.008	0.064	0.7040000000000001
Star Wars: The Force Unleashed	0.4	0.224	0.0	0.072	0.7040000000000001
Grand Theft Auto IV	0.008	0.6320000000000001	0.0	0.056	0.7040000000000001
Rock Band 3	0.584	0.072	0.0	0.048	0.7040000000000001
WWE SmackDown vs. Raw 2011	0.352	0.2799999999999999	0.0	0.064	0.7040000000000001
ESPN NHL 2K5	0.344	0.264	0.0	0.088	0.7040000000000001
Borderlands: The Handsome Collection	0.304	0.264	0.024	0.112	0.7040000000000001
Crimson Skies: High Road to Revenge	0.52	0.152	0.0	0.024	0.6960000000000001
Madden NFL 08	0.6400000000000001	0.0	0.0	0.056	0.6960000000000001
Spec Ops: Ranger Elite	0.392	0.264	0.0	0.048	0.6960000000000001
F1 2009	0.12	0.496	0.0	0.088	0.6960000000000001
Tom Clancy's Ghost Recon: Island Thunder	0.488	0.192	0.0	0.024	0.6960000000000001
Sleeping Dogs	0.304	0.32	0.008	0.064	0.6960000000000001
Kingdoms of Amalur: Reckoning	0.44	0.192	0.008	0.056	0.6960000000000001
Kingdom Hearts Re: Chain of Memories	0.584	0.024	0.0	0.096	0.6960000000000001
Phantasy Star Portable 2	0.064	0.088	0.496	0.048	0.6960000000000001
Michael Jackson: The Experience	0.496	0.144	0.0	0.056	0.6960000000000001
LittleBigPlanet Karting	0.336	0.24	0.008	0.12	0.6960000000000001
Tony Hawk's Project 8	0.576	0.024	0.0	0.096	0.6960000000000001
GRID	0.264	0.352	0.008	0.072	0.6960000000000001
DiRT	0.304	0.32	0.0	0.072	0.6960000000000001
Red Faction: Guerrilla	0.384	0.2319999999999999	0.008	0.072	0.6960000000000001
Fight Night Round 2	0.576	0.024	0.0	0.096	0.6960000000000001
Conflict: Desert Storm	0.384	0.296	0.0	0.016	0.6960000000000001
Cooking Mama: World Kitchen	0.408	0.216	0.008	0.064	0.6960000000000001
Brothers in Arms: Hell's Highway	0.376	0.24	0.0	0.072	0.6960000000000001
Vagrant Story	0.24	0.16	0.24	0.048	0.6960000000000001
Warriors Orochi	0.088	0.072	0.512	0.024	0.6960000000000001
Crysis 3	0.208	0.336	0.024	0.128	0.6960000000000001
Mercenaries 2: World in Flames	0.2319999999999999	0.312	0.016	0.128	0.6960000000000001
Ghostbusters: The Video Game	0.472	0.16	0.0	0.056	0.6880000000000001
Guitar Hero Live	0.272	0.304	0.0	0.112	0.6880000000000001
Endless Ocean: Blue World	0.368	0.168	0.096	0.048	0.6880000000000001
Winning Eleven: Pro Evolution Soccer 2007	0.008	0.576	0.096	0.008	0.6880000000000001
Rocky	0.336	0.264	0.0	0.088	0.6880000000000001
Ford Racing	0.384	0.264	0.0	0.048	0.6880000000000001
Guitar Hero: Warriors of Rock	0.376	0.248	0.0	0.064	0.6880000000000001
Lemmings	0.096	0.408	0.0	0.184	0.6880000000000001
Dynasty Warriors 4: Xtreme Legends	0.136	0.104	0.408	0.032	0.6880000000000001
2010 FIFA World Cup South Africa	0.256	0.336	0.016	0.072	0.68
Tomb Raider: Anniversary	0.096	0.496	0.0	0.088	0.68
NBA 2K8	0.6320000000000001	0.0	0.0	0.056	0.68
Tiger Woods PGA Tour 2005	0.512	0.144	0.0	0.024	0.68
Kingdoms of Amalur: Reckoning	0.296	0.2319999999999999	0.072	0.088	0.68
Dragon Ball Z: Burst Limit	0.176	0.264	0.144	0.096	0.68
Tekken Tag Tournament 2	0.224	0.248	0.104	0.104	0.68
Ninja Gaiden Sigma 2	0.416	0.128	0.064	0.08	0.68
Ratatouille	0.248	0.0	0.0	0.424	0.68
Burnout 2: Point of Impact	0.336	0.256	0.0	0.088	0.68
Wii Fit U	0.2799999999999999	0.184	0.168	0.04	0.68
Street Fighter EX3	0.256	0.2	0.16	0.064	0.68
The Legendary Starfy	0.48	0.0	0.16	0.04	0.68
NCAA Football 11	0.6320000000000001	0.0	0.0	0.048	0.68
The House of the Dead: Overkill	0.352	0.24	0.016	0.072	0.68
Army of Two: The 40th Day	0.352	0.216	0.008	0.096	0.68
Darksiders II	0.2799999999999999	0.2799999999999999	0.008	0.112	0.672
Spider-Man 2	0.52	0.136	0.0	0.016	0.672
 Tales of Xillia 2	0.16	0.096	0.36	0.056	0.672
Ghostbusters: The Video Game	0.272	0.288	0.0	0.112	0.672
The Incredibles	0.52	0.136	0.0	0.016	0.672
Xenoblade Chronicles X	0.288	0.224	0.112	0.048	0.672
NBA 2K10	0.6000000000000001	0.008	0.008	0.056	0.672
Skate 2	0.368	0.2	0.008	0.096	0.672
Big Mutha Truckers	0.328	0.256	0.0	0.088	0.672
Rogue Galaxy	0.192	0.128	0.312	0.04	0.672
ESPN College Hoops 2K5	0.328	0.256	0.0	0.088	0.672
NCAA Football 14	0.6000000000000001	0.0	0.0	0.072	0.672
Harry Potter and the Order of the Phoenix	0.224	0.368	0.0	0.08	0.672
Sniper Elite V2	0.368	0.224	0.016	0.056	0.672
Metroid: Zero Mission	0.48	0.176	0.0	0.008	0.672
Burnout Legends	0.5599999999999999	0.04	0.0	0.064	0.672
Blazing Angels: Squadrons of WWII	0.592	0.032	0.0	0.048	0.664
Madden NFL 09 All-Play	0.6080000000000001	0.008	0.0	0.048	0.664
Dynasty Warriors 2	0.192	0.152	0.272	0.048	0.664
Time Crisis 4	0.256	0.256	0.04	0.112	0.664
Duke Nukem Forever	0.416	0.2	0.0	0.056	0.664
Lizzie McGuire 2: Lizzie Diaries	0.48	0.176	0.0	0.008	0.664
NCAA Football 12	0.6240000000000001	0.0	0.0	0.04	0.664
Brute Force	0.496	0.144	0.008	0.024	0.664
Tiger Woods PGA Tour 11	0.296	0.264	0.0	0.104	0.664
