Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Little Deviants	0.112	0.096	0.0	0.032	0.24
Spider-Man 3	0.008	0.184	0.0	0.04	0.24
Radiant Historia	0.152	0.0	0.072	0.008	0.2319999999999999
Sorcery	0.112	0.088	0.0	0.04	0.2319999999999999
Harry Potter and the Order of the Phoenix	0.192	0.024	0.0	0.016	0.2319999999999999
Grandia II	0.112	0.088	0.0	0.032	0.2319999999999999
Shaun White Snowboarding: World Stage	0.192	0.024	0.0	0.016	0.2319999999999999
Spider-Man: Friend or Foe	0.208	0.008	0.0	0.016	0.2319999999999999
Guitar Hero: Van Halen	0.128	0.08	0.0	0.024	0.2319999999999999
Batman: The Brave and the Bold the Videogame	0.184	0.032	0.0	0.016	0.2319999999999999
The Sims 2	0.016	0.192	0.0	0.032	0.2319999999999999
Need for Speed Underground	0.168	0.064	0.0	0.008	0.2319999999999999
Def Jam Rapstar	0.2	0.016	0.0	0.016	0.2319999999999999
Outlaw Golf	0.176	0.048	0.0	0.008	0.2319999999999999
MySims SkyHeroes	0.128	0.08	0.0	0.024	0.2319999999999999
Mini Ninjas	0.096	0.112	0.0	0.024	0.2319999999999999
NBA Street V3	0.184	0.048	0.0	0.008	0.2319999999999999
WinBack: Covert Operations	0.112	0.088	0.0	0.032	0.2319999999999999
Syphon Filter: Dark Mirror	0.208	0.008	0.0	0.024	0.2319999999999999
Glory of Heracles	0.152	0.0	0.064	0.008	0.2319999999999999
Up	0.16	0.056	0.0	0.024	0.2319999999999999
Modnation Racers: Road Trip	0.12	0.072	0.0	0.032	0.2319999999999999
NBA Live 06	0.216	0.0	0.0	0.016	0.2319999999999999
ExerBeat	0.08	0.128	0.0	0.024	0.2319999999999999
Need for Speed: Most Wanted	0.016	0.184	0.0	0.032	0.2319999999999999
Front Mission Evolved	0.072	0.048	0.088	0.024	0.2319999999999999
Ultimate Marvel vs. Capcom 3	0.136	0.064	0.0	0.032	0.2319999999999999
Little King's Story	0.112	0.08	0.016	0.016	0.2319999999999999
Dynasty Warriors: Strikeforce	0.088	0.056	0.056	0.024	0.2319999999999999
NieR	0.104	0.08	0.032	0.016	0.2319999999999999
Zoo Tycoon 2 DS	0.192	0.024	0.0	0.016	0.2319999999999999
Area 51	0.176	0.048	0.0	0.008	0.2319999999999999
Deadpool	0.112	0.088	0.0	0.04	0.2319999999999999
UEFA Euro 2016	0.0	0.176	0.032	0.032	0.2319999999999999
Wanted: Weapons of Fate	0.112	0.08	0.008	0.032	0.2319999999999999
Mega Man X8	0.112	0.088	0.0	0.032	0.2319999999999999
The Chronicles of Riddick: Assault on Dark Athena	0.128	0.08	0.0	0.024	0.2319999999999999
Ford Mustang: The Legend Lives	0.112	0.088	0.0	0.032	0.2319999999999999
FlatOut: Head On	0.104	0.08	0.0	0.048	0.2319999999999999
Duel Masters: Sempai Legends	0.168	0.064	0.0	0.008	0.2319999999999999
Harvest Moon: Magical Melody	0.184	0.024	0.0	0.016	0.2319999999999999
Heroes of the Pacific	0.112	0.088	0.0	0.032	0.2319999999999999
Prince of Persia: Rival Swords	0.192	0.016	0.0	0.016	0.2319999999999999
The Lord of the Rings: The Third Age	0.176	0.048	0.0	0.008	0.2319999999999999
Trace Memory	0.12	0.008	0.096	0.008	0.2319999999999999
X-Men Legends II: Rise of Apocalypse	0.2	0.008	0.0	0.016	0.2319999999999999
Borderlands: The Pre-Sequel	0.088	0.12	0.0	0.016	0.2319999999999999
Madden NFL 08	0.176	0.048	0.0	0.008	0.2319999999999999
Trauma Center: New Blood	0.176	0.032	0.008	0.016	0.2319999999999999
Starhawk	0.144	0.04	0.024	0.024	0.2319999999999999
Pirates of the Caribbean	0.176	0.048	0.0	0.008	0.2319999999999999
FIFA Soccer 13	0.048	0.16	0.0	0.024	0.2319999999999999
Ace Combat: Joint Assault	0.048	0.04	0.12	0.024	0.2319999999999999
The BIGS 2	0.208	0.008	0.0	0.016	0.2319999999999999
Turning Point: Fall of Liberty	0.184	0.032	0.0	0.016	0.2319999999999999
Sonic Boom: Shattered Crystal	0.136	0.072	0.0	0.024	0.2319999999999999
Shrek Super Party	0.112	0.088	0.0	0.032	0.2319999999999999
MLB Power Pros	0.184	0.0	0.032	0.016	0.2319999999999999
Sakura Wars: So Long, My Love	0.056	0.04	0.12	0.016	0.2319999999999999
Dynasty Tactics	0.048	0.04	0.128	0.016	0.2319999999999999
Call of Juarez: The Cartel	0.096	0.096	0.0	0.04	0.2319999999999999
Angry Birds Star Wars	0.08	0.112	0.0	0.04	0.2319999999999999
Metal Gear Solid V: Ground Zeroes	0.12	0.088	0.0	0.016	0.2319999999999999
SimCity 4	0.008	0.192	0.0	0.024	0.2319999999999999
Puzzle Quest: Challenge of the Warlords	0.208	0.0	0.0	0.016	0.2319999999999999
Disgaea 5: Alliance of Vengeance	0.088	0.064	0.048	0.032	0.2319999999999999
Sengoku Basara: Samurai Heroes	0.048	0.008	0.16	0.008	0.2319999999999999
Rayman 3: Hoodlum Havoc	0.112	0.088	0.0	0.032	0.2319999999999999
Warriors Orochi 2	0.048	0.0	0.176	0.008	0.2319999999999999
Feel the Magic XY/XX	0.136	0.0	0.08	0.016	0.2319999999999999
Psi-Ops: The Mindgate Conspiracy	0.112	0.088	0.0	0.032	0.2319999999999999
Dead Rising: Chop Till You Drop	0.12	0.056	0.04	0.016	0.2319999999999999
Spyro: A Hero's Tail	0.176	0.048	0.0	0.008	0.2319999999999999
NASCAR 08	0.208	0.0	0.0	0.016	0.2319999999999999
World of Tanks	0.0	0.184	0.0	0.04	0.2319999999999999
Links 2004	0.168	0.048	0.0	0.008	0.2319999999999999
Majin and the Forsaken Kingdom	0.072	0.104	0.008	0.04	0.2319999999999999
Assassin's Creed IV: Black Flag	0.136	0.072	0.0	0.024	0.2319999999999999
Earthworm Jim	0.16	0.064	0.0	0.008	0.2319999999999999
Tales of Phantasia	0.064	0.024	0.136	0.008	0.2319999999999999
Monster 4x4: Masters of Metal	0.112	0.088	0.0	0.032	0.224
Dragon Ball GT: Transformation	0.16	0.064	0.0	0.008	0.224
FIFA 15	0.0	0.216	0.0	0.016	0.224
The Warriors	0.168	0.048	0.0	0.008	0.224
Shadow Hearts	0.072	0.056	0.08	0.016	0.224
Dragon Ball Z: Budokai Tenkaichi 2	0.192	0.024	0.0	0.016	0.224
Street Hoops	0.168	0.048	0.0	0.008	0.224
R: Racing Evolution	0.112	0.088	0.0	0.032	0.224
The Golden Compass	0.112	0.08	0.0	0.04	0.224
ATV Quad Power Racing 2	0.176	0.048	0.0	0.008	0.224
Hatsune Miku: Project Diva f	0.064	0.0	0.152	0.016	0.224
Marvel Nemesis: Rise of the Imperfects	0.168	0.048	0.0	0.008	0.224
Final Fantasy VI Advance	0.0	0.0	0.224	0.008	0.224
LEGO The Lord of the Rings	0.072	0.104	0.0	0.048	0.224
Viewtiful Joe	0.112	0.088	0.0	0.032	0.224
DeathSmiles	0.12	0.048	0.04	0.016	0.224
Fable: The Journey	0.144	0.064	0.0	0.016	0.224
Bladestorm: The Hundred Years' War	0.08	0.024	0.112	0.016	0.224
SAW	0.104	0.096	0.0	0.024	0.224
Chromehounds	0.192	0.0	0.008	0.016	0.224
Harry Potter and the Sorcerer's Stone	0.112	0.088	0.0	0.032	0.224
Kung Fu Chaos	0.168	0.048	0.0	0.008	0.224
Shrek the Third	0.2	0.008	0.0	0.016	0.224
Jackass the Game	0.112	0.088	0.0	0.032	0.224
Pirates of the Caribbean: Dead Man's Chest	0.2	0.0	0.0	0.016	0.224
Operation Flashpoint: Red River	0.08	0.112	0.008	0.024	0.224
Transformers: Dark of the Moon	0.104	0.096	0.0	0.024	0.224
Surf's Up	0.208	0.0	0.0	0.016	0.224
Assassin's Creed II: Discovery	0.12	0.088	0.0	0.024	0.224
Syphon Filter: Dark Mirror	0.112	0.088	0.0	0.032	0.224
Mission: Impossible - Operation Surma	0.112	0.088	0.0	0.032	0.224
MLB 07: The Show	0.208	0.0	0.0	0.016	0.224
Driver: Parallel Lines	0.096	0.08	0.024	0.024	0.224
Mega Man ZX	0.128	0.0	0.08	0.016	0.224
Backyard Wrestling 2: There Goes the Neighborhood	0.112	0.088	0.0	0.032	0.224
Guitar Hero: Van Halen	0.104	0.096	0.0	0.024	0.224
Dead or Alive	0.072	0.048	0.08	0.016	0.224
Dead to Rights: Retribution	0.08	0.096	0.016	0.04	0.224
Wild ARMs 5	0.112	0.088	0.0	0.032	0.224
NFL Blitz 20-02	0.112	0.088	0.0	0.032	0.224
El Shaddai: Ascension of the Metatron	0.088	0.048	0.064	0.024	0.224
Tony Hawk: Shred	0.144	0.048	0.0	0.032	0.224
NCAA March Madness 2005	0.168	0.048	0.0	0.008	0.224
Kenka Bancho: Badass Rumble	0.048	0.0	0.16	0.008	0.224
Silent Hill 2: Restless Dreams	0.168	0.048	0.0	0.008	0.224
NES Remix	0.136	0.0	0.064	0.016	0.224
Bass Strike	0.112	0.088	0.0	0.032	0.224
NHL Hitz 20-03	0.112	0.088	0.0	0.032	0.224
Bionic Commando	0.096	0.096	0.008	0.024	0.224
Monopoly Streets	0.128	0.072	0.0	0.016	0.224
Trivial Pursuit	0.096	0.088	0.0	0.04	0.224
Medieval Moves: Deadmund's Quest	0.104	0.088	0.0	0.032	0.224
Mister Mosquito	0.04	0.032	0.136	0.008	0.224
Rugby World Cup 2011	0.024	0.168	0.0	0.032	0.224
Virtua Fighter 5 Online	0.16	0.016	0.024	0.016	0.224
Indiana Jones and the Staff of Kings	0.088	0.008	0.0	0.128	0.224
Angry Birds Star Wars	0.128	0.08	0.0	0.016	0.224
Dave Mirra Freestyle BMX 2	0.168	0.048	0.0	0.008	0.224
One Piece: Unlimited World Red	0.072	0.08	0.048	0.032	0.224
True Crime: New York City	0.168	0.048	0.0	0.008	0.224
Summer Heat Beach Volleyball	0.112	0.088	0.0	0.032	0.224
Avatar: The Last Airbender	0.184	0.016	0.0	0.016	0.224
Castlevania: Aria of Sorrow	0.16	0.056	0.0	0.0	0.224
Myst III: Exile	0.112	0.088	0.0	0.032	0.224
Shin Megami Tensei: Strange Journey	0.104	0.0	0.112	0.008	0.224
Army of Two: The Devil's Cartel	0.088	0.088	0.008	0.04	0.224
Patapon 3	0.04	0.024	0.136	0.016	0.216
Ice Age: Dawn of the Dinosaurs	0.088	0.112	0.0	0.024	0.216
Tao Feng: Fist of the Lotus	0.168	0.048	0.0	0.008	0.216
Guitar Hero: Van Halen	0.112	0.072	0.0	0.032	0.216
Dragon Ball Z: Budokai 2	0.168	0.048	0.0	0.008	0.216
Over the Hedge	0.192	0.008	0.0	0.016	0.216
Siren: Blood Curse	0.0	0.136	0.072	0.008	0.216
NHL Hitz 20-02	0.16	0.048	0.0	0.008	0.216
GRID 2	0.064	0.128	0.0	0.024	0.216
Evil Dead: Hail to the King	0.12	0.08	0.0	0.016	0.216
Need for Speed: The Run	0.088	0.096	0.008	0.024	0.216
Dave Mirra Freestyle BMX: Maximum Remix	0.12	0.08	0.0	0.016	0.216
The Evil Within	0.08	0.128	0.0	0.016	0.216
Rock Revolution	0.2	0.0	0.0	0.016	0.216
Dead Rising 2: Off the Record	0.136	0.064	0.0	0.016	0.216
WWII Aces	0.2	0.0	0.0	0.016	0.216
Athens 2004	0.104	0.08	0.0	0.024	0.216
Pro Race Driver	0.104	0.08	0.0	0.024	0.216
Baten Kaitos: Eternal Wings and the Lost Ocean	0.168	0.04	0.0	0.008	0.216
Iron Man 2	0.12	0.072	0.0	0.024	0.216
Rocky: Legends	0.104	0.08	0.0	0.024	0.216
The Warriors	0.184	0.008	0.0	0.016	0.216
RalliSport Challenge 2	0.144	0.064	0.0	0.008	0.216
Pac-Pix	0.128	0.0	0.08	0.008	0.216
F1 Race Stars	0.056	0.136	0.0	0.016	0.216
Sing Party	0.104	0.096	0.0	0.016	0.216
NHL 07	0.2	0.0	0.0	0.016	0.216
RollerCoaster Tycoon 3	0.008	0.176	0.0	0.032	0.216
Ty the Tasmanian Tiger	0.168	0.04	0.0	0.008	0.216
WWE Road to WrestleMania X8	0.152	0.056	0.0	0.0	0.216
Fullmetal Alchemist 2: Curse of the Crimson Elixir	0.104	0.08	0.0	0.024	0.216
NASCAR 06: Total Team Control	0.16	0.048	0.0	0.008	0.216
BloodRayne 2	0.104	0.08	0.0	0.024	0.216
Rory McIlroy PGA Tour	0.128	0.072	0.0	0.016	0.216
The Club	0.12	0.08	0.0	0.016	0.216
NHL 2002	0.16	0.048	0.0	0.008	0.216
LEGO The Hobbit	0.104	0.096	0.0	0.016	0.216
Lightning Returns: Final Fantasy XIII	0.12	0.064	0.008	0.016	0.216
Shadow of Rome	0.104	0.08	0.0	0.024	0.216
NASCAR 2011: The Game	0.2	0.0	0.0	0.016	0.216
Harry Potter and the Order of the Phoenix	0.104	0.08	0.0	0.024	0.216
Transformers: Cybertron Adventures	0.112	0.08	0.0	0.016	0.216
Stuntman: Ignition	0.104	0.08	0.0	0.024	0.216
NHL 2K11	0.184	0.016	0.0	0.016	0.216
Fantastic 4	0.16	0.048	0.0	0.008	0.216
MotoGP	0.048	0.04	0.112	0.016	0.216
Batman: Arkham Origins Blackgate	0.128	0.072	0.0	0.016	0.216
Shadows of the Damned	0.088	0.072	0.032	0.024	0.216
R.U.S.E.	0.032	0.152	0.0	0.032	0.216
NBA Live 2004	0.168	0.04	0.0	0.008	0.216
Reign of Fire	0.104	0.08	0.0	0.024	0.216
The Sims 2: Pets	0.168	0.04	0.0	0.008	0.216
Ultimate NES Remix	0.12	0.072	0.0	0.016	0.216
Tropico 4	0.08	0.104	0.0	0.032	0.216
The BIGS	0.144	0.064	0.0	0.0	0.216
Jurassic Park: Operation Genesis	0.104	0.08	0.0	0.024	0.216
Knockout Kings 2002	0.16	0.048	0.0	0.008	0.216
InuYasha: Feudal Combat	0.104	0.08	0.0	0.024	0.216
R.U.S.E.	0.096	0.088	0.0	0.016	0.216
Duel Masters	0.104	0.08	0.0	0.024	0.216
MotionSports: Adrenaline	0.112	0.08	0.0	0.024	0.216
NBA 07	0.192	0.0	0.008	0.016	0.216
Call of Juarez: The Cartel	0.112	0.08	0.0	0.024	0.216
My Japanese Coach	0.192	0.0	0.0	0.016	0.216
Need for Speed: Most Wanted	0.192	0.008	0.0	0.016	0.216
Section 8	0.12	0.072	0.0	0.016	0.216
ESPN NBA Basketball	0.16	0.048	0.0	0.008	0.216
Lowrider	0.088	0.072	0.024	0.024	0.208
Family Guy: Back to the Multiverse	0.096	0.08	0.0	0.032	0.208
All-Pro Football 2K8	0.192	0.0	0.0	0.016	0.208
Fish Tycoon	0.192	0.0	0.0	0.016	0.208
Plants vs. Zombies	0.192	0.0	0.0	0.016	0.208
Batman: Return to Arkham	0.056	0.128	0.0	0.032	0.208
Rune: Viking Warlord	0.104	0.08	0.0	0.024	0.208
The Incredible Hulk	0.176	0.016	0.0	0.016	0.208
Panzer Dragoon Orta	0.128	0.04	0.032	0.008	0.208
America's Test Kitchen: Let's Get Cooking	0.2	0.0	0.0	0.016	0.208
Suikoden Tierkreis	0.072	0.008	0.12	0.008	0.208
Superman Returns	0.184	0.008	0.0	0.016	0.208
Shin Megami Tensei: Devil Survivor	0.104	0.0	0.096	0.008	0.208
Tearaway Unfolded	0.072	0.104	0.0	0.032	0.208
MLB SlugFest 2006	0.104	0.08	0.0	0.024	0.208
Etrian Odyssey II: Heroes of Lagaard	0.072	0.0	0.128	0.008	0.208
The Incredible Hulk	0.176	0.016	0.0	0.016	0.208
Deadly Premonition	0.144	0.048	0.0	0.016	0.208
Ford Racing 3	0.104	0.08	0.0	0.024	0.208
The Adventures of Tintin: The Game	0.048	0.12	0.0	0.04	0.208
Dragon Ball Z: Tenkaichi Tag Team	0.088	0.024	0.072	0.024	0.208
Etrian Odyssey Untold: The Millennium Girl	0.08	0.008	0.112	0.008	0.208
Final Fantasy V Advance	0.0	0.0	0.208	0.008	0.208
Star Wars: Bounty Hunter	0.16	0.04	0.0	0.008	0.208
Dynasty Warriors 7: Xtreme Legends	0.032	0.032	0.128	0.016	0.208
Naruto: Ultimate Ninja Heroes	0.208	0.0	0.0	0.0	0.208
Angry Birds Trilogy	0.144	0.04	0.0	0.016	0.208
Major League Baseball 2K9	0.192	0.0	0.0	0.016	0.208
WWE 2K17	0.096	0.096	0.0	0.016	0.208
Battlestations: Midway	0.168	0.016	0.0	0.016	0.208
Riding Spirits	0.104	0.08	0.0	0.024	0.208
Project CARS	0.088	0.104	0.0	0.016	0.208
MLB 09: The Show	0.192	0.0	0.0	0.016	0.208
Bust A Groove 2	0.032	0.024	0.144	0.016	0.208
Armored Core: Nexus	0.048	0.04	0.112	0.016	0.208
Evolution Skateboarding	0.104	0.08	0.0	0.024	0.208
Outlaw Volleyball	0.152	0.048	0.0	0.008	0.208
Batman: Vengeance	0.16	0.04	0.0	0.008	0.208
Spider-Man: Web of Shadows	0.16	0.032	0.0	0.016	0.208
Legaia 2: Duel Saga	0.104	0.08	0.0	0.024	0.208
Crash Nitro Kart	0.16	0.04	0.0	0.008	0.208
ExciteBots: Trick Racing	0.192	0.0	0.0	0.016	0.208
Oddworld: Stranger's Wrath	0.152	0.048	0.0	0.008	0.208
King of Fighters: Maximum Impact	0.104	0.08	0.0	0.024	0.208
Atelier Ayesha: The Alchemist of Dusk	0.048	0.032	0.112	0.016	0.208
Battleborn	0.096	0.064	0.016	0.032	0.208
Drakan: The Ancients' Gates	0.104	0.08	0.0	0.024	0.208
Resident Evil: Revelations	0.096	0.08	0.016	0.016	0.208
Tony Hawk: Shred	0.136	0.048	0.0	0.016	0.208
Tokyo Jungle	0.0	0.0	0.208	0.0	0.208
Army of Two: The Devil's Cartel	0.128	0.056	0.0	0.016	0.208
Puppeteer	0.088	0.064	0.016	0.032	0.208
Tom Clancy's Splinter Cell: Double Agent	0.16	0.024	0.0	0.024	0.208
Resident Evil: Deadly Silence	0.088	0.016	0.088	0.008	0.208
Legendary	0.064	0.12	0.0	0.024	0.208
Peter Jackson's King Kong: The Official Game of the Movie	0.16	0.024	0.0	0.016	0.208
Rayman DS	0.168	0.024	0.0	0.016	0.208
All-Star Baseball 2003	0.152	0.048	0.0	0.008	0.208
MTX Mototrax	0.104	0.08	0.0	0.024	0.208
NBA ShootOut 2004	0.104	0.08	0.0	0.024	0.208
Nancy Drew: The Mystery of the Clue Bender Society	0.192	0.0	0.0	0.016	0.208
Castlevania: Harmony of Dissonance	0.128	0.048	0.032	0.0	0.208
Formula One 2001	0.104	0.08	0.0	0.024	0.208
Pirates of the Caribbean: Dead Man's Chest	0.184	0.008	0.0	0.016	0.208
Baldur's Gate: Dark Alliance II	0.152	0.048	0.0	0.008	0.208
Madden NFL 2005	0.192	0.0	0.0	0.016	0.208
MVP Baseball 2004	0.16	0.04	0.0	0.008	0.208
Polarium	0.104	0.008	0.088	0.008	0.208
Super Street Fighter II: Turbo Revival	0.144	0.056	0.0	0.0	0.2
Secret Weapons Over Normandy	0.152	0.04	0.0	0.008	0.2
The Elder Scrolls IV: Oblivion	0.008	0.16	0.0	0.032	0.2
Metroid Prime Pinball	0.168	0.0	0.016	0.016	0.2
Teen Titans	0.096	0.08	0.0	0.024	0.2
Bomberman Generation	0.12	0.032	0.048	0.008	0.2
Sega Rally Revo	0.024	0.12	0.0	0.056	0.2
Surfing H3O	0.096	0.08	0.0	0.024	0.2
NASCAR 09	0.184	0.0	0.0	0.016	0.2
NASCAR 09	0.176	0.008	0.0	0.016	0.2
Game of Thrones	0.12	0.064	0.0	0.016	0.2
Silent Hunter 5: Battle of the Atlantic	0.0	0.168	0.0	0.04	0.2
Amped 2	0.16	0.032	0.0	0.008	0.2
Final Fantasy Crystal Chronicles: Echoes of Time	0.104	0.048	0.04	0.016	0.2
NHL 08	0.128	0.048	0.0	0.024	0.2
The Legend of Legacy	0.096	0.008	0.08	0.016	0.2
Juiced 2: Hot Import Nights	0.144	0.032	0.008	0.024	0.2
LEGO Star Wars III: The Clone Wars	0.08	0.104	0.0	0.024	0.2
The Powerpuff Girls: Chemical X-Traction	0.112	0.08	0.0	0.016	0.2
Dead or Alive Xtreme 2	0.12	0.016	0.048	0.016	0.2
PlayStation VR Worlds	0.048	0.112	0.016	0.032	0.2
Hunted: The Demon's Forge	0.096	0.064	0.016	0.024	0.2
Men of Valor	0.152	0.04	0.0	0.008	0.2
Medal of Honor European Assault	0.152	0.04	0.0	0.008	0.2
Billy Hatcher and the Giant Egg	0.152	0.04	0.0	0.008	0.2
NHL 08	0.176	0.008	0.0	0.016	0.2
WipEout Fusion	0.096	0.08	0.0	0.024	0.2
Prison Break: The Conspiracy	0.04	0.12	0.0	0.04	0.2
NHL 06	0.152	0.04	0.0	0.008	0.2
Anno 2205	0.016	0.176	0.0	0.016	0.2
Ultimate Fighting Championship	0.112	0.072	0.0	0.016	0.2
XIII	0.128	0.064	0.0	0.008	0.2
Up	0.12	0.048	0.0	0.024	0.2
Michael Jackson: The Experience	0.168	0.016	0.0	0.016	0.2
MotoGP '07	0.184	0.0	0.0	0.016	0.2
Cars	0.176	0.008	0.0	0.016	0.2
Hatsune Miku: Project Diva F 2nd	0.072	0.024	0.08	0.024	0.2
Need for Speed Rivals	0.032	0.152	0.0	0.016	0.2
The Mummy: Tomb of the Dragon Emperor	0.096	0.08	0.0	0.024	0.2
Def Jam Vendetta	0.152	0.04	0.0	0.008	0.2
The Sims 2	0.152	0.04	0.0	0.008	0.2
Spider-Man: Web of Shadows	0.176	0.008	0.0	0.016	0.2
The Bureau: XCOM Declassified	0.064	0.104	0.0	0.032	0.2
World Series Baseball 2K3	0.096	0.08	0.0	0.024	0.2
Tony Hawk's Proving Ground	0.176	0.008	0.0	0.016	0.2
Indiana Jones and the Staff of Kings	0.088	0.072	0.0	0.04	0.2
The Outfit	0.168	0.016	0.0	0.016	0.2
Don King Presents: Prizefighter	0.112	0.064	0.0	0.016	0.2
Devil Kings	0.024	0.024	0.144	0.008	0.2
Bolt	0.144	0.04	0.0	0.016	0.2
Spider-Man: Edge of Time	0.144	0.04	0.0	0.016	0.2
L.A. Noire: The Complete Edition	0.064	0.104	0.0	0.024	0.2
Dynasty Warriors 6	0.096	0.072	0.0	0.024	0.2
America's Army: Rise of a Soldier	0.152	0.04	0.0	0.008	0.2
Grandia	0.112	0.072	0.0	0.016	0.2
Pirates of the Caribbean: The Legend of Jack Sparrow	0.096	0.072	0.0	0.024	0.2
Ed, Edd n Eddy: The Mis-Edventures	0.152	0.04	0.0	0.008	0.2
Armored Core 4	0.152	0.008	0.024	0.016	0.2
SBK Superbike World Championship	0.096	0.088	0.0	0.016	0.2
Indiana Jones and the Staff of Kings	0.128	0.056	0.0	0.016	0.2
X-Men Origins: Wolverine	0.152	0.032	0.0	0.016	0.2
Disgaea 2: Dark Hero Days	0.08	0.008	0.096	0.016	0.2
Major League Baseball 2K7	0.184	0.0	0.0	0.016	0.2
Final Fantasy XI: Chains of Promathia	0.096	0.072	0.0	0.024	0.2
The Chronicles of Riddick: Assault on Dark Athena	0.096	0.072	0.0	0.032	0.2
X-Men Legends II: Rise of Apocalypse	0.152	0.04	0.0	0.008	0.2
TV Superstars	0.056	0.096	0.0	0.04	0.2
Family Guy: Back to the Multiverse	0.112	0.072	0.0	0.016	0.2
Ninja Gaiden 3	0.128	0.04	0.024	0.016	0.2
Sid Meier's Civilization VI	0.072	0.104	0.0	0.016	0.2
Sword Art Online: Lost Song	0.08	0.088	0.0	0.032	0.2
NBA Courtside 2002	0.152	0.04	0.0	0.008	0.2
F1 2015	0.064	0.12	0.0	0.016	0.2
Sly Cooper: Thieves in Time	0.104	0.048	0.0	0.048	0.2
Digimon World: Data Squad	0.096	0.072	0.0	0.024	0.192
Hitman: Absolution	0.024	0.136	0.0	0.032	0.192
Stella Glow	0.128	0.008	0.04	0.016	0.192
Racquet Sports	0.104	0.072	0.0	0.016	0.192
Trials Fusion	0.096	0.08	0.0	0.016	0.192
Far Cry Instincts Predator	0.16	0.024	0.0	0.016	0.192
Onechanbara Z2: Chaos	0.112	0.024	0.032	0.032	0.192
Skylanders SWAP Force	0.08	0.096	0.0	0.016	0.192
Army Men: Sarge's Heroes 2	0.112	0.072	0.0	0.016	0.192
MLB	0.184	0.0	0.0	0.016	0.192
Skylanders: SuperChargers	0.136	0.04	0.0	0.016	0.192
Ys: Memories of Celceta	0.08	0.008	0.08	0.032	0.192
Britney's Dance Beat	0.096	0.072	0.0	0.024	0.192
Vexx	0.096	0.072	0.0	0.024	0.192
Samurai Warriors 4	0.064	0.056	0.048	0.024	0.192
Ace Combat: Assault Horizon Legacy	0.08	0.048	0.064	0.008	0.192
TimeSplitters: Future Perfect	0.096	0.072	0.0	0.024	0.192
Dynasty Warriors Next	0.04	0.048	0.088	0.016	0.192
Harvest Moon: Magical Melody	0.152	0.04	0.0	0.008	0.192
Genma Onimusha	0.112	0.032	0.04	0.008	0.192
DK: King of Swing	0.136	0.048	0.0	0.0	0.192
Turning Point: Fall of Liberty	0.168	0.008	0.0	0.016	0.192
Homefront	0.088	0.08	0.0	0.024	0.192
Corvette	0.144	0.04	0.0	0.008	0.192
Percy Jackson and the Olympians: The Lightning Thief	0.176	0.008	0.0	0.016	0.192
Fuel	0.064	0.088	0.0	0.032	0.192
NBA Live 10	0.168	0.0	0.008	0.016	0.192
Burnout 2: Point of Impact	0.144	0.04	0.0	0.008	0.192
Super Monkey Ball Deluxe	0.096	0.072	0.0	0.024	0.192
Kill.Switch	0.144	0.04	0.0	0.008	0.192
Lunar: Silver Star Harmony	0.152	0.0	0.024	0.016	0.192
Peter Jackson's King Kong: The Official Game of the Movie	0.152	0.04	0.0	0.008	0.192
Dancing With The Stars	0.176	0.0	0.0	0.016	0.192
The Simpsons: Road Rage	0.152	0.04	0.0	0.008	0.192
Dynasty Warriors 7	0.128	0.048	0.0	0.016	0.192
Total War: Attila	0.072	0.104	0.0	0.016	0.192
Azurik: Rise of Perathia	0.144	0.04	0.0	0.008	0.192
Dragon Ball Z: Sagas	0.144	0.04	0.0	0.008	0.192
AC/DC LIVE: Rock Band Track Pack	0.168	0.008	0.0	0.016	0.192
Crash Tag Team Racing	0.128	0.04	0.0	0.024	0.192
Asura's Wrath	0.12	0.048	0.008	0.016	0.192
Harvest Moon: Another Wonderful Life	0.152	0.04	0.0	0.008	0.192
Final Fantasy Fables: Chocobo Tales	0.08	0.008	0.096	0.008	0.192
NCAA College Basketball 2K3	0.096	0.072	0.0	0.024	0.192
NHL 17	0.16	0.008	0.0	0.024	0.192
Bakugan: Battle Brawlers	0.16	0.016	0.0	0.016	0.192
Fantastic 4	0.152	0.04	0.0	0.008	0.192
Tony Hawk's American Sk8land	0.136	0.048	0.0	0.0	0.192
Metro 2033	0.0	0.152	0.0	0.04	0.192
Valhalla Knights	0.12	0.0	0.056	0.008	0.192
The Adventures of Tintin: The Game	0.056	0.104	0.0	0.024	0.192
Etrian Mystery Dungeon	0.072	0.008	0.104	0.008	0.192
Zumba Fitness: World Party	0.136	0.04	0.0	0.016	0.192
Luminous Arc	0.128	0.0	0.048	0.008	0.192
4x4 EVO 2	0.144	0.04	0.0	0.008	0.192
Grand Theft Auto	0.136	0.048	0.0	0.0	0.192
Avalon Code	0.088	0.0	0.096	0.008	0.192
Dreamcast Collection	0.128	0.048	0.0	0.016	0.192
Resident Evil Archives: Resident Evil Zero	0.104	0.024	0.048	0.008	0.192
Rocket League	0.04	0.136	0.0	0.016	0.192
My Street	0.096	0.072	0.0	0.024	0.192
Spider-Man: Shattered Dimensions	0.096	0.072	0.0	0.016	0.192
Ghost Rider	0.176	0.0	0.0	0.016	0.192
Shadow Hearts: Covenant	0.096	0.072	0.0	0.024	0.192
X-Men: Destiny	0.112	0.056	0.0	0.024	0.192
