Name	Platform	Year_of_Release	Genre	Publisher	Developer	Rating
Gallop Racer 2006	PS2	2005.0	Sports	Tecmo Koei		E
Wasteland 2	PC	2015.0	Role-Playing	inXile Entertainment		M
The First Templar	X360	2011.0	Action	Kalypso Media		T
Patapon 2	PSP	2008.0	Misc	Sony Computer Entertainment		E
Frogger: Ancient Shadow	PS2	2005.0	Platform	Konami Digital Entertainment		E
Princess Debut	DS	2008.0	Misc	Cave		E
Pro Evolution Soccer 2014	PC	2013.0	Action	Konami Digital Entertainment		E
Metal Arms: Glitch in the System	GC	2003.0	Shooter	Vivendi Games		T
Tom Clancy's Splinter Cell: Chaos Theory	GC	2005.0	Action	Ubisoft		M
Escape From Monkey Island	PS2	2001.0	Adventure	LucasArts		T
The Lord of the Rings: Conquest	DS	2009.0	Action	Electronic Arts		E10+
Gretzky NHL	PSP	2005.0	Sports	Sony Computer Entertainment		E
Dropship: United Peace Force	PS2	2002.0	Simulation	Sony Computer Entertainment		T
Road Rash: Jailbreak	GBA	2003.0	Racing	Zoo Digital Publishing		T
Syberia	XB	2003.0	Action	Microids		T
Thrillville: Off the Rails	PSP	2007.0	Strategy	LucasArts		E10+
Cloudy With a Chance of Meatballs	PS3	2009.0	Platform	Ubisoft		E
G1 Jockey 3	PS2	2002.0	Sports	THQ		E
Exit DS	DS	2008.0	Puzzle	Square Enix		E
Riviera: The Promised Land	GBA	2004.0	Role-Playing	Sting		T
Blades of Time	X360	2012.0	Action	Konami Digital Entertainment		M
Yggdra Union: We'll Never Fight Alone	PSP	2008.0	Role-Playing	Sting		T
Bujingai: The Forsaken City	PS2	2003.0	Fighting	505 Games		T
Universe at War: Earth Assault	X360	2008.0	Action	Sega		T
Death By Degrees	PS2	2005.0	Action	Sony Computer Entertainment		M
Rome: Total War	PC	2004.0	Strategy	Activision		T
Doom 3	PC	2004.0	Shooter	Activision		M
Ride	XOne	2015.0	Racing	Milestone S.r.l.		E
NASCAR The Game: Inside Line	X360	2012.0	Racing	Activision		E
JU-ON: The Grudge	Wii	2009.0	Action	Rising Star Games		M
Colin McRae Rally 04	XB	2004.0	Racing	Codemasters		E
FIFA Street	XB	2005.0	Sports	Electronic Arts		E
The Sims 4: City Living	PC	2016.0	Simulation	Electronic Arts		T
Hot Wheels: Stunt Track Challenge	XB	2004.0	Racing	THQ		E
Blitz: The League II	X360	2008.0	Sports	Midway Games		M
Miami Law	DS	2009.0	Adventure	Konami Digital Entertainment		T
Capcom vs. SNK 2 EO	XB	2003.0	Fighting	Capcom		T
Hunter: The Reckoning	GC	2002.0	Action	Virgin Interactive		M
Baten Kaitos Origins	GC	2006.0	Role-Playing	Unknown		T
E·O·E: Eve of Extinction	PS2	2002.0	Fighting	Eidos Interactive		T
NHL 2004	GC	2003.0	Sports	Electronic Arts		E
Surf's Up	X360	2007.0	Sports	Ubisoft		E10+
X-Men: The Official Game	XB	2006.0	Action	Activision		T
RLH: Run Like Hell	PS2	2002.0	Shooter	Virgin Interactive		M
Scribblenauts Unmasked: A DC Comics Adventure	WiiU	2013.0	Puzzle	Warner Bros. Interactive Entertainment		E10+
The Ant Bully	PS2	2006.0	Platform	Midway Games		E10+
Conflict: Global Terror	XB	2005.0	Shooter	SCi		M
Monster Rancher EVO	PS2	2005.0	Role-Playing	Tecmo Koei		E10+
Terraria	PSV	2013.0	Action	Screenlife		T
The Whispered World	PC	2009.0	Adventure	Deep Silver		E
Agatha Christie: The ABC Murders	DS	2009.0	Adventure	JoWood Productions		T
Help Wanted: 50 Wacky Jobs	Wii	2008.0	Simulation	Hudson Soft		E10+
Beach Spikers: Virtua Beach Volleyball	GC	2002.0	Sports	Sega		E
Draglade	DS	2007.0	Fighting	505 Games		E10+
Scribblenauts Unmasked: A DC Comics Adventure	3DS	2013.0	Puzzle	Warner Bros. Interactive Entertainment		E10+
Jade Cocoon 2	PS2	2001.0	Role-Playing	Ubisoft		T
Mana Khemia: Student Alliance	PSP	2008.0	Role-Playing	Nippon Ichi Software		E10+
Van Helsing	GBA	2004.0	Action	Activision		T
Bee Movie Game	PS2	2007.0	Action	Activision		E
Resident Evil: Revelations 2	PSV	2015.0	Action	Capcom		M
Kelly Slater's Pro Surfer	XB	2002.0	Sports	Activision		E
NFL Tour	X360	2008.0	Sports	Electronic Arts		E
Harry Potter and the Deathly Hallows - Part 1	PC	2010.0	Action	Electronic Arts		T
Sudoku Mania	DS	2006.0	Puzzle	Zoo Digital Publishing		E
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.	PS2	2005.0	Platform	Global Star		E10+
Resident Evil: Revelations 2	XOne	2015.0	Action	Capcom		M
The Bard's Tale	XB	2004.0	Role-Playing	Ubisoft		T
Alien Hominid	PS2	2004.0	Shooter	Zoo Digital Publishing		T
Myst	DS	2007.0	Adventure	Midway Games		E
nail'd	X360	2010.0	Racing	Deep Silver		E10+
Tom Clancy's Splinter Cell	GBA	2003.0	Action	Ubisoft		T
Bullet Witch	X360	2006.0	Shooter	Atari		M
Spider-Man: Web of Shadows	DS	2008.0	Action	Activision		E10+
Pinball Hall of Fame: The Williams Collection	3DS	2011.0	Misc	Crave Entertainment		E10+
Rolling Stone: Drum King	Wii	2009.0	Misc	505 Games		T
NBA Ballers: Rebound	PSP	2006.0	Sports	Midway Games		E
Silent Scope Complete	XB	2004.0	Shooter	Konami Digital Entertainment		M
King's Field: The Ancient City	PS2	2001.0	Role-Playing	Metro 3D		T
Leisure Suit Larry: Box Office Bust	PS3	2009.0	Adventure	Codemasters		M
Indigo Prophecy	XB	2005.0	Adventure	Atari		M
Sneakers	XB	2002.0	Puzzle	Microsoft Game Studios		E
NHL 2K6	X360	2005.0	Sports	Take-Two Interactive		E10+
X-Men: Destiny	Wii	2011.0	Action	Activision		T
College Hoops 2K6	XB	2005.0	Sports	Take-Two Interactive		E
Contact	DS	2006.0	Role-Playing	Rising Star Games		E10+
Harvey Birdman: Attorney at Law	PSP	2008.0	Adventure	Capcom		T
Predator: Concrete Jungle	XB	2005.0	Action	Vivendi Games		M
Opoona	Wii	2007.0	Role-Playing	Tecmo Koei		E10+
Universal Studios Theme Parks Adventure	GC	2001.0	Misc	Kemco		T
Steins;Gate	PSV	2013.0	Adventure	PQube		M
Rocky: Legends	XB	2004.0	Action	Ubisoft		T
Star Trek: Shattered Universe	PS2	2004.0	Simulation	Global Star		E
Ultra Street Fighter IV	PS4	2015.0	Fighting	Capcom		T
EVE: Valkyrie	PS4	2016.0	Shooter	CCP		T
Dragon Ball: Evolution	PSP	2009.0	Fighting	Namco Bandai Games		T
The Crew: Wild Run	PS4	2015.0	Action	Ubisoft		T
Natural Doctrine	PS4	2014.0	Role-Playing	Nippon Ichi Software		M
NeverDead	X360	2012.0	Shooter	Konami Digital Entertainment		M
MotoGP 07	PS2	2007.0	Racing	Capcom		E
Blades of Time	PS3	2012.0	Action	Konami Digital Entertainment		M
Thor: God of Thunder	3DS	2011.0	Action	Sega		T
Cubic Ninja	3DS	2011.0	Platform	Ubisoft		E
F1 2014	PC	2014.0	Racing	Codemasters		E
Harvest Moon: Frantic Farming	DS	2009.0	Puzzle	Rising Star Games		E
Blue Dragon: Awakened Shadow	DS	2009.0	Role-Playing	Namco Bandai Games		E10+
Shining Force EXA	PS2	2007.0	Role-Playing	Sega		E10+
Digimon World DS	DS	2006.0	Role-Playing	Namco Bandai Games		E10+
MySims SkyHeroes	X360	2010.0	Action	Electronic Arts		E10+
Guilty Gear Isuka	PS2	2004.0	Fighting	505 Games		T
Tornado Outbreak	Wii	2009.0	Action	Konami Digital Entertainment		E10+
Shovel Knight	WiiU	2015.0	Platform	Yacht Club Games		E
Operation Abyss: New Tokyo Legacy	PSV	2014.0	Role-Playing	Nippon Ichi Software		M
MotoGP 2	XB	2003.0	Racing	THQ		E
Heatseeker	Wii	2007.0	Action	Codemasters		T
Ar tonelico: Melody of Elemia	PS2	2006.0	Role-Playing	505 Games		T
Castlevania Double Pack	GBA	2006.0	Platform	Konami Digital Entertainment		T
Samurai Warriors 4: Empires	PS4	2015.0	Action	Tecmo Koei		T
Steel Battalion	XB	2002.0	Simulation	Microsoft Game Studios		T
Power Stone Collection	PSP	2006.0	Action	Capcom		T
Cartoon Network: Punch Time Explosion	3DS	2011.0	Fighting	Deep Silver		E10+
Blast Works: Build, Trade, Destroy	Wii	2008.0	Shooter	Eidos Interactive		E
SNK vs. Capcom Card Fighters DS	DS	2006.0	Strategy	Ignition Entertainment		T
Medieval II: Total War	PC	2006.0	Strategy	Sega		T
Darkest of Days	X360	2009.0	Shooter	Phantom EFX		M
Skylanders Imaginators	XOne	2016.0	Platform	Activision		E10+
Minority Report: Everybody Runs	XB	2002.0	Action	Activision		T
NASCAR	PSP	2006.0	Racing	Electronic Arts		E
One Piece: Burning Blood	PSV	2016.0	Fighting	Namco Bandai Games		T
Rio	X360	2011.0	Misc	THQ		E10+
Playboy: The Mansion	XB	2005.0	Simulation	Ubisoft		M
Disney's Aladdin in Nasira's Revenge	PS	2000.0	Action	Sony Computer Entertainment		E
Barnyard	PS2	2006.0	Action	THQ		E10+
Ultimate Marvel vs. Capcom 3	PS3	2011.0	Fighting	Capcom		T
MindJack	X360	2011.0	Shooter	Square Enix		M
Pac-Man World 3	GC	2005.0	Platform	Namco Bandai Games		E
Glory Days 2	DS	2007.0	Strategy	Ghostlight		E10+
Brain Age: Concentration Training	3DS	2012.0	Puzzle	Nintendo		E
Crash 'N' Burn	XB	2004.0	Racing	Eidos Interactive		T
Pac-Man and the Ghostly Adventures 2	PS3	2014.0	Adventure	Namco Bandai Games		E10+
Hakuoki: Demon of the Fleeting Blossom	PSP	2009.0	Adventure	Idea Factory		M
Speed Kings	PS2	2003.0	Racing	Acclaim Entertainment		E
Dungeons	PC	2011.0	Strategy	Kalypso Media		M
Little League World Series Baseball 2008	Wii	2008.0	Sports	Activision		E
Winter Stars	X360	2011.0	Sports	Deep Silver		E
Bladestorm: The Hundred Years' War	X360	2007.0	Action	Tecmo Koei		T
Burnout Paradise: The Ultimate Box	PC	2009.0	Racing	Electronic Arts		E10+
Forever Kingdom	PS2	2001.0	Role-Playing	From Software		T
Altered Beast: Guardian of the Realms	GBA	2002.0	Action	THQ		T
The Legend of Heroes: A Tear of Vermillion	PSP	2005.0	Role-Playing	Namco Bandai Games		T
Raven Squad: Operation Hidden Dagger	X360	2009.0	Shooter	Evolved Games		T
Age of Empires II: The Age of Kings	PC	1999.0	Strategy	Microsoft Game Studios		T
Family Party: 30 Great Games	Wii	2008.0	Misc	D3Publisher		E10+
Shining Tears	PS2	2004.0	Role-Playing	Sega		T
MotoGP	XB	2002.0	Racing	THQ		E
Scaler	PS2	2004.0	Platform	Take-Two Interactive		E
Halo 2	PC	2007.0	Shooter	Microsoft Game Studios		M
Gradius V	PS2	2004.0	Shooter	Konami Digital Entertainment		T
Medal of Honor: Vanguard	Wii	2007.0	Shooter	Electronic Arts		T
Beaterator	PSP	2009.0	Misc	Take-Two Interactive		E
Arcania: Gothic 4	X360	2010.0	Role-Playing	JoWood Productions		T
Psychonauts	PS2	2005.0	Platform	Majesco Entertainment		T
Code Lyoko: Quest for Infinity	Wii	2007.0	Action	Game Factory		E10+
Digimon Rumble Arena 2	PS2	2004.0	Fighting	Atari		T
Teenage Mutant Ninja Turtles: Mutants in Manhattan	PS4	2016.0	Action	Activision		T
Ribbit King	PS2	2003.0	Sports	Atari		E
Alien Hominid	GC	2004.0	Shooter	O3 Entertainment		T
Rygar: The Battle of Argus	Wii	2008.0	Action	Rising Star Games		T
Ninja Gaiden Black	XB	2005.0	Action	Microsoft Game Studios		M
Touch Detective	DS	2006.0	Adventure	505 Games		E10+
Trivial Pursuit unhinged	XB	2004.0	Misc	Atari		T
NCAA March Madness 08	PS3	2007.0	Sports	Electronic Arts		E
InuYasha: Secret of the Divine Jewel	DS	2007.0	Role-Playing	Namco Bandai Games		E10+
Bloody Roar 4	PS2	2003.0	Fighting	Konami Digital Entertainment		M
Atari Classics Evolved	PSP	2007.0	Misc	Atari		E
I-Ninja	GC	2003.0	Platform	Namco Bandai Games		T
Steins;Gate 0	PSV	2015.0	Adventure	PQube		M
Football Manager 2017	PC	2016.0	Simulation	Sega		E
Wild ARMs: Alter Code F	PS2	2003.0	Role-Playing	Sony Computer Entertainment		T
Army Corps of Hell	PSV	2011.0	Action	Square Enix		M
Shrek SuperSlam	XB	2005.0	Action	Activision		E10+
Ultimate Mortal Kombat	DS	2007.0	Fighting	Midway Games		M
Total Overdose: A Gunslinger's Tale in Mexico	PS2	2005.0	Shooter	Eidos Interactive		M
Metal Slug X	PS	2001.0	Shooter	Virgin Interactive		T
Romance of the Three Kingdoms X	PS2	2005.0	Strategy	Tecmo Koei		T
Prinny: Can I Really Be the Hero?	PSP	2008.0	Platform	Tecmo Koei		T
GripShift	PSP	2005.0	Racing	Ubisoft		E
Fighting Fantasy: The Warlock of Firetop Mountain	DS	2009.0	Role-Playing	Aspyr		T
Beowulf: The Game	PSP	2007.0	Action	Ubisoft		M
Skies of Arcadia	DC	2000.0	Role-Playing	Sega		T
NASCAR: Dirt to Daytona	GC	2002.0	Racing	Infogrames		E
Road Trip	PS2	2002.0	Racing	Play It		E
Jimmie Johnson's Anything With an Engine	X360	2011.0	Racing	Konami Digital Entertainment		E10+
echochrome	PSP	2008.0	Puzzle	Sony Computer Entertainment		E
Project Eden	PS2	2001.0	Action	Eidos Interactive		T
Riviera: The Promised Land	PSP	2006.0	Role-Playing	505 Games		T
Digimon All-Star Rumble	PS3	2014.0	Fighting	Namco Bandai Games		E10+
Driver: Renegade	3DS	2011.0	Racing	Ubisoft		M
Yaiba: Ninja Gaiden Z	PS3	2014.0	Action	Tecmo Koei		M
Castlevania: Lords of Shadow 2	X360	2014.0	Action	Konami Digital Entertainment		M
Ghosthunter	PS2	2003.0	Action	Sony Computer Entertainment		T
Shadow of Destiny	PSP	2009.0	Adventure	Konami Digital Entertainment		T
Mimana Iyar Chronicle	PSP	2009.0	Role-Playing	GungHo		T
Michael Jackson: The Experience	PSV	2011.0	Misc	Ubisoft		E10+
Def Jam Fight For NY: The Takeover	PSP	2006.0	Action	Electronic Arts		M
Tom Clancy's EndWar	DS	2008.0	Strategy	Ubisoft		T
JASF: Jane's Advanced Strike Fighters	X360	2011.0	Simulation	Deep Silver		T
Astro Boy: Omega Factor	GBA	2003.0	Action	THQ		E
Disgaea Infinite	PSP	2010.0	Adventure	Nippon Ichi Software		T
Phantom Brave: The Hermuda Triangle	PSP	2010.0	Role-Playing	Nippon Ichi Software		T
Fullmetal Alchemist: Dual Sympathy	DS	2005.0	Role-Playing	Empire Interactive		T
Lock's Quest	DS	2008.0	Strategy	THQ		E
Rugby 2005	PS2	2005.0	Sports	Electronic Arts		E
Pokemon Rumble World	3DS	2015.0	Action	Nintendo		E10+
Spectral Force Genesis	DS	2008.0	Role-Playing	Nobilis		T
Last Rebellion	PS3	2010.0	Role-Playing	Nippon Ichi Software		T
DriveClub VR	PS4	2016.0	Racing	Sony Computer Entertainment		E
Quantum Theory	X360	2010.0	Shooter	Tecmo Koei		M
Tornado Outbreak	PS3	2009.0	Action	Konami Digital Entertainment		E10+
Justice League Heroes	DS	2006.0	Role-Playing	Eidos Interactive		E10+
Space Invaders Extreme	PSP	2008.0	Shooter	Square Enix		E
Mystic Heroes	GC	2002.0	Action	Tecmo Koei		T
Zoids Assault	X360	2007.0	Strategy	Takara Tomy		T
Arslan: The Warriors of Legend	PS4	2015.0	Action	Tecmo Koei		T
Freestyle Metal X	PS2	2003.0	Racing	Midway Games		T
Dark Angel: Vampire Apocalypse	PS2	2001.0	Role-Playing	Metro 3D		T
Damnation	PS3	2009.0	Shooter	Codemasters		M
Supreme Commander	X360	2008.0	Strategy	505 Games		E10+
Transworld Snowboarding	XB	2002.0	Sports	Atari		T
World Soccer Winning Eleven 8 International	XB	2004.0	Sports	Konami Digital Entertainment		E
Sniper Elite	XB	2005.0	Shooter	Ubisoft		M
Mahjong Cub3D	3DS	2011.0	Puzzle	Sunsoft		E
Test Drive: Eve of Destruction	XB	2004.0	Racing	Atari		T
Blazblue: Continuum Shift Extend	PS3	2011.0	Fighting	PQube		T
Crimson Sea	XB	2002.0	Action	Tecmo Koei		T
Red Bull BC One	DS	2008.0	Misc	Playlogic Game Factory		E
The Weakest Link	PS	2001.0	Misc	Activision		E
Viewtiful Joe: Red Hot Rumble	PSP	2006.0	Action	Capcom		T
Wolfenstein: The Old Blood	PC	2015.0	Action	Bethesda Softworks		M
GRID Autosport	X360	2014.0	Racing	Codemasters		E
Ikaruga	GC	2003.0	Shooter	Atari		E
The Suffering: Ties That Bind	XB	2005.0	Action	Midway Games		M
Nobunaga's Ambition: Iron Triangle	PS2	2006.0	Strategy	Tecmo Koei		E10+
The Mummy: Tomb of the Dragon Emperor	Wii	2008.0	Action	Vivendi Games		T
Knights in the Nightmare	PSP	2010.0	Role-Playing	Atlus		T
Terraria	3DS	2016.0	Action	505 Games		T
Digimon World 4	GC	2005.0	Role-Playing	Namco Bandai Games		E
Spectral Force 3	X360	2006.0	Role-Playing	Idea Factory		T
Ty the Tasmanian Tiger 3: Night of the Quinkan	GC	2005.0	Action	Activision		E10+
The Ant Bully	Wii	2006.0	Platform	Midway Games		E10+
Risen 3: Titan Lords	PC	2014.0	Role-Playing	Deep Silver		M
Battle Fantasia	X360	2008.0	Fighting	505 Games		T
Karaoke Revolution	XB	2004.0	Misc	Konami Digital Entertainment		E
Fire Pro Wrestling Returns	PS2	2005.0	Sports	505 Games		T
Obscure: The Aftermath	PSP	2009.0	Action	Playlogic Game Factory		M
Jimmy Neutron: Boy Genius	GC	2002.0	Platform	THQ		E
Henry Hatsworth in the Puzzling Adventure	DS	2009.0	Puzzle	Electronic Arts		E
Rollcage Stage II	PS	2000.0	Racing	Sony Computer Entertainment		E
Samurai Warriors 2: Xtreme Legends	PS2	2007.0	Action	Tecmo Koei		T
Spider-Man: Edge of Time	Wii	2011.0	Action	Activision		T
Jumper: Griffin's Story	Wii	2008.0	Action	Eidos Interactive		T
Forgotten Realms: Demon Stone	XB	2004.0	Action	Atari		T
Rock Band 3	DS	2010.0	Misc	MTV Games		E10+
LEGO Star Wars II: The Original Trilogy	GBA	2006.0	Action	LucasArts		E
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge	XB	2005.0	Adventure	Disney Interactive Studios		E10+
Top Gear Rally	GBA	2003.0	Racing	Kemco		E
Red Faction: Armageddon	PC	2011.0	Shooter	THQ		M
BIT.TRIP COMPLETE	Wii	2011.0	Misc	Rising Star Games		E
Rugby 15	XOne	2015.0	Sports	Bigben Interactive		E
XIII	GC	2003.0	Shooter	Ubisoft		M
Data East Arcade Classics	Wii	2010.0	Misc	Majesco Entertainment		T
Wizardry: Tale of the Forsaken Land	PS2	2001.0	Role-Playing	Ubisoft		T
ShellShock 2: Blood Trails	X360	2009.0	Shooter	Eidos Interactive		M
F.E.A.R. Files	X360	2007.0	Shooter	Vivendi Games		M
The Smurfs 2	WiiU	2013.0	Platform	Ubisoft		E
Lara Croft and the Temple of Osiris	PS4	2014.0	Action	Square Enix		T
The Sims 2: Apartment Life	PC	2008.0	Simulation	Electronic Arts		T
Killer7	PS2	2005.0	Action	Capcom		M
Age of Mythology	PC	2002.0	Strategy	Microsoft Game Studios		T
Astro Boy	PS2	2004.0	Action	Sega		E
Puss in Boots	PS3	2011.0	Action	THQ		E10+
Monster House	GBA	2006.0	Adventure	THQ		E
Cloudy With a Chance of Meatballs	X360	2009.0	Platform	Ubisoft		E
MetropolisMania	PS2	2001.0	Strategy	Natsume		T
NCAA Football 08	XB	2007.0	Sports	Electronic Arts		E
Ephemeral Fantasia	PS2	2000.0	Role-Playing	Konami Digital Entertainment		T
1 vs. 100	DS	2008.0	Misc	DSI Games		E
Counter-Strike: Source	PC	2004.0	Shooter	Vivendi Games		M
Gray Matter	PC	2011.0	Adventure	DTP Entertainment		T
America's Army: True Soldiers	X360	2007.0	Shooter	Ubisoft		T
Raiden Fighters Aces	X360	2008.0	Shooter	Valcon Games		E10+
NASCAR The Game: Inside Line	PS3	2012.0	Racing	Activision		E
Star Wars: Empire at War	PC	2006.0	Strategy	LucasArts		T
BlazBlue Central Fiction	PS4	2016.0	Fighting	PQube		T
Sega GT Online	XB	2003.0	Racing	Sega		T
Knights in the Nightmare	DS	2008.0	Role-Playing	Sting		T
Marvel Nemesis: Rise of the Imperfects	DS	2005.0	Fighting	Electronic Arts		E10+
Nano Assault	3DS	2011.0	Shooter	Majesco Entertainment		E10+
Captain America: Super Soldier	3DS	2011.0	Action	Sega		T
Onimusha Tactics	GBA	2003.0	Strategy	Capcom		T
Bomberman Jetters	GC	2002.0	Puzzle	Hudson Soft		E
TOCA Race Driver 3	PS2	2006.0	Racing	Codemasters		E10+
Mad Dog McCree: Gunslinger Pack	Wii	2009.0	Shooter	Majesco Entertainment		T
How to Train Your Dragon 2	WiiU	2014.0	Adventure	Little Orbit		E10+
Blacksite: Area 51	PS3	2007.0	Shooter	Midway Games		T
Disney's Donald Duck: Goin' Quackers	PS2	2000.0	Platform	Ubisoft		E
Ultimate Brain Games	GBA	2003.0	Misc	Telegames		E
Exit	PSP	2005.0	Puzzle	Ubisoft		E
Harvey Birdman: Attorney at Law	Wii	2008.0	Adventure	Capcom		T
Aliens versus Predator: Extinction	XB	2003.0	Strategy	Electronic Arts		T
Bejeweled 3	PC	2010.0	Puzzle	PopCap Games		E
RTX Red Rock	PS2	2003.0	Shooter	LucasArts		T
FIFA Street 2	XB	2006.0	Sports	Electronic Arts		E
Smart Bomb	PSP	2005.0	Puzzle	Eidos Interactive		E10+
Shining Force: Resurrection of the Dark Dragon	GBA	2004.0	Role-Playing	THQ		T
Shining Soul II	GBA	2003.0	Role-Playing	THQ		E
The Golf Club	PS4	2014.0	Sports	Unknown		E
Hello Kitty: Roller Rescue	GC	2005.0	Action	Empire Interactive		E
Metal Slug Advance	GBA	2004.0	Shooter	Ignition Entertainment		T
Pac-Man World Rally	GC	2006.0	Racing	Namco Bandai Games		E
Blazing Angels: Squadrons of WWII	XB	2006.0	Simulation	Ubisoft		T
God Eater Resurrection	PS4	2015.0	Action	Namco Bandai Games		T
NHL 2K7	X360	2006.0	Sports	Take-Two Interactive		E10+
Miami Nights: Singles in the City	DS	2008.0	Simulation	Ubisoft		T
Shovel Knight	PS4	2015.0	Platform	Yacht Club Games		E
Strider 2	PS	2000.0	Platform	Virgin Interactive		E
Invizimals: The Alliance	PSV	2013.0	Action	Sony Computer Entertainment		E10+
Death Jr. and the Science Fair of Doom	DS	2007.0	Platform	Konami Digital Entertainment		E10+
Shin Megami Tensei: Digital Devil Saga 2	PS2	2005.0	Role-Playing	Ghostlight		M
Pro Evolution Soccer 2013	PC	2012.0	Sports	Konami Digital Entertainment		E
Battleborn	PC	2016.0	Shooter	Take-Two Interactive		T
Agatha Christie: Evil Under the Sun	Wii	2008.0	Adventure	The Adventure Company		T
Don King Boxing	DS	2009.0	Sports	Take-Two Interactive		T
Grand Prix Challenge	PS2	2002.0	Racing	Atari		E
FIFA Soccer 2005	GBA	2004.0	Sports	Electronic Arts		E
ShellShock 2: Blood Trails	PS3	2009.0	Shooter	Eidos Interactive		M
Mega Man Legacy Collection	PS4	2016.0	Platform	Capcom		E
Knights Contract	PS3	2011.0	Action	Namco Bandai Games		M
NHL 06	GC	2005.0	Sports	Electronic Arts		E10+
State of Emergency 2	PS2	2006.0	Shooter	SouthPeak Games		M
Fatal Frame III: The Tormented	PS2	2005.0	Action	Take-Two Interactive		M
Seven Samurai 20XX	PS2	2004.0	Action	Sega		T
Adventure Time: The Secret of the Nameless Kingdom	3DS	2014.0	Action	Little Orbit		E10+
Risen 3: Titan Lords	PS3	2014.0	Role-Playing	Deep Silver		M
Tornado Outbreak	X360	2009.0	Action	Konami Digital Entertainment		E10+
Ninjabread Man	Wii	2007.0	Action	Popcorn Arcade		E
Tom Clancy's Splinter Cell: Pandora Tomorrow	GC	2004.0	Action	Ubisoft		T
Battlefield 2	PC	2005.0	Shooter	Electronic Arts		T
Swingerz Golf	GC	2002.0	Sports	Eidos Interactive		E
Titanfall 2	PC	2016.0	Shooter	Electronic Arts		M
Persona 4: Arena Ultimax	X360	2014.0	Fighting	Atlus		T
Supremacy MMA	X360	2011.0	Fighting	505 Games		M
The King of Fighters 2006	PS2	2006.0	Fighting	Ignition Entertainment		T
